compound_name,formula,has_viscosity,viscosity_points,has_surface_tension,surface_tension_points,dataset_ids
"(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) bis((trifluoromethyl) sulfonyl) amide",C20H36F12N2O11S6,True,1,False,0,twfLO
"(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) dicyanamide",C20H36N6O3S2,True,1,False,0,WoANy
"((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) bis((trifluoromethyl)sulfonyl) amide",C18H32F12N2O10S6,True,1,False,0,zFoiD
"((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) dicyanamide",C18H32N6O2S2,True,1,False,0,EOLGv
"(1R,2S)-(-)-dimethylephedrinium bis(trifluoromethylsulfonyl)amide",C14H20F6N2O5S2,True,1,False,0,XrVum
(2-ethoxyethyl)tributylphosphonium bis(trifluoromethanesulfonyl)imide,C18H36F6NO5PS2,True,7,False,0,tJLLb
(2-ethoxyethyl)tributylphosphonium methanesulfonate,C17H39O4PS,True,8,False,0,RHEEF
(2-ethoxyethyl)tributylphosphonium trifluoroacetate,C18H36F3O3P,True,8,False,0,pJLBJ
(2-ethoxyethyl)tributylphosphonium trifluoromethanesulfonate,C17H36F3O4PS,True,8,False,0,JnFPo
(2-ethoxyethyl)triethylphosphonium bis(trifluoromethanesulfonyl)imide,C12H24F6NO5PS2,True,8,False,0,ygggq
"(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(diethylsulfonium) bis((trifluoromethyl)sulfonyl)amide",C22H40F12N2O12S6,True,1,False,0,nZKBV
"(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(diethylsulfonium) dicyanamide",C22H40N6O4S2,True,1,False,0,kWcBc
(3-aminopropyl)tributylphosphonium L-alaninate,C18H41N2O2P,True,12,False,0,kkvbI;tCqUx
(3-aminopropyl)tributylphosphonium L-leucinate,C21H47N2O2P,True,6,False,0,jrVbV
(3-aminopropyl)tributylphosphonium L-valinate,C20H45N2O2P,True,12,False,0,fOeBS;pDJkw
(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,C9H16F6N2O6S2,True,7,False,0,WUdsh
(S)-(2-methoxycarbonyl)pyrrolidinium bis(trifluoromethylsulfonyl)amide,C8H12F6N2O6S2,True,1,False,0,AuvFN
"(S)-1-((2,2-dimethyl-1,3-dioxolan-4-yl)methyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide",C13H22F6N2O6S2,True,7,False,0,ESGgh
"(S)-1-(2,3-dihydroxypropyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide",C10H18F6N2O6S2,True,7,False,0,mLQBR
(buten-1-yl)triethylphosphonium 4-nitropyrazolide,C13H24N3O2P,True,5,False,0,bTSwl
"(ethoxymethyl)triethylphosphonium 1,2,3-triazolide",C11H24N3OP,True,2,False,0,sSuis
"(oxybis(ethane-2,1-diyl)) bis(diethylsulfonium)dicyanamide",C16H28N6OS2,True,1,False,0,ekRhx
"(oxybis(ethane-2,1-diyl))bis(diethyl sulfonium) bis((trifluoromethyl)sulfonyl) amide",C16H28F12N2O9S6,True,1,False,0,ZoFOg
"1,1'-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",C22H38N8O3,True,1,False,0,Daehr
"1,1'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl) amide",C20H34F12N4O10S4,True,1,False,0,ekTZz
"1,1'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",C20H34N8O2,True,1,False,0,sDwzO
"1,1'-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-methylpyrrolidin-1-ium) dicyanamide",C24H42N8O4,True,1,False,0,beWOi
"1,1'-(butane-1,4-diyl)bis(3-methylimidazolium) imidazole-2-carboxylate (1:2)",C20H26N8O4,True,1,False,0,QrYcC
"1,1'-(decane-1,10-diyl)bis(3-(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",C46H46F46N6O8S6,True,6,True,1,kgWxh;BNIrD
"1,1'-(dodecane-1,12-diyl)bis(3-methyl-1H-imidazolium) tetrafluoroborate",C20H36B2F8N4,False,0,True,1,NJzdq
"1,1'-(ethane-1,2-diyl)bis(3-methylimidazolium) imidazole-2-carboxylate (1:2)",C18H22N8O4,True,1,False,0,nlzXF
"1,1,3,3-tetramethyl-4-butylguanidinium bromotrichloroferrate(III)",C9H22BrCl3FeN3,True,10,False,0,uTzhn
"1,1,3,3-tetramethyl-4-ethylguanidinium bromotrichloroferrate(III)",C7H18BrCl3FeN3,True,10,False,0,WqNFK
"1,1,3,3-tetramethyl-4-hexylguanidinium bromotrichloroferrate(III)",C11H26BrCl3FeN3,True,10,False,0,TBZwm
"1,1,3,3-tetramethyl-4-octylguanidinium bromotrichloroferrate(III)",C13H30BrCl3FeN3,True,10,False,0,JtvSx
"1,1,3,3-tetramethylguanidinium bis(perfluoroethanesulfonyl)imide",C9H14F10N4O4S2,True,9,False,0,WeZho
"1,1,3,3-tetramethylguanidinium heptanoate",C12H27N3O2,True,11,False,0,AXdBX
"1,1,3,3-tetramethylguanidinium hexanoate",C11H25N3O2,True,11,False,0,YAYAq
"1,1,3,3-tetramethylguanidinium imidazol-1-ide",C8H17N5,True,6,False,0,gkiHg;TOOOk
"1,1,3,3-tetramethylguanidinium lactate",C8H19N3O3,True,7,False,0,XvlLC;TZICf
"1,1,3,3-tetramethylguanidinium octanoate",C13H29N3O2,True,11,False,0,BzQsV
"1,1,3,3-tetramethylguanidinium trifluoromethanesulfonate",C6H14F3N3O3S,True,1,False,0,zdcmR
"1,1-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl) amide",C22H38F12N4O11S4,True,1,False,0,kpNrF
"1,1-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl)amide",C24H42F12N4O12S4,True,1,False,0,LGFsV
"1,1-dimethylpyrrolidinium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide",C11H14F12N2O4S2,True,1,False,0,NpOYM
"1,2-diethylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide",C11H14F6N2O4S2,True,15,False,0,ORJCW
"1,2-diethylpyridinium ethylsulfate",C11H19NO4S,True,10,False,0,xncNp
"1,2-dimethyl-3-(4'-vinylbenzyl)imidazolium bis(trifluoromethanesulfonyl)amide",C16H17F6N3O4S2,True,1,False,0,jIvpn
"1,2-dimethyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide",C12H19F6N3O4S2,False,0,True,9,yVbUG
"1,2-dimethyl-3-propylimidazolium 4-nitropyrazolide",C11H17N5O2,True,13,False,0,Hhosm
"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide",C10H15F6N3O4S2,True,27,True,1,fFWsv;Uozyw;uKDhp;WLUeu;TBzCO;PGwTZ
"1,2-dimethyl-3-propylimidazolium hexafluorophosphate",C8H15F6N2P,True,1,False,0,fMVHO
"1,2-dimethyl-3-propylimidazolium tetrafluoroborate",C8H15BF4N2,True,8,False,0,zMBnE
"1,2-dimethyl-3-propylimidazolium thiocyanate",C9H15N3S,True,8,True,1,yeyGa;cHyfm
"1,3,4,6,7,8-hexahydro-1-methyl-2H-pyrimido[1,2-a]pyrimidonium bis(pentafluoroethyl)sulfonamide",C12H16F10N4O4S2,True,10,False,0,bOGDU
"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",C13H21F6N3O4S2,True,27,True,1,GGLOg;mGblA;rRoLF
"1,3-dibutyl-1H-imidazolium methanesulfonate",C12H24N2O3S,True,1,False,0,zazNe
"1,3-dibutylimidazolium bromide",C11H21BrN2,True,1,False,0,hBmIj
"1,3-dibutylimidazolium bromotrichloroferrate(III)",C11H21BrCl3FeN2,True,1,True,1,LkwCq;WdWPQ
"1,3-dibutylimidazolium tetrafluoroborate",C11H21BF4N2,True,1,False,0,lQbya
"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",C25H45F6N3O4S2,True,14,False,0,mszvt
"1,3-didecylimidazolium bromotrichloroferrate(III)",C23H45BrCl3FeN2,True,1,True,1,QsZIF;JasTH
"1,3-didodecylimidazolium bis(trifluoromethylsulfonyl)imide",C29H53F6N3O4S2,True,9,False,0,XNvGS
"1,3-didodecylimidazolium bromotrichloroferrate(III)",C27H53BrCl3FeN2,True,1,True,1,YiFaA;PaVFp
"1,3-diethyl-1H-imidazol-3-ium diethyl phosphate",C11H23N2O4P,False,0,True,1,VMhEa
"1,3-diethyl-4-methylimidazolium bis(trifluoromethylsulfonyl)amide",C10H15F6N3O4S2,True,1,False,0,fhMrG
"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",C9H13F6N3O4S2,True,17,True,6,PkdJY;aAHGj;oEXXZ
"1,3-diethylimidazolium ethyl sulfate",C9H18N2O4S,True,11,True,7,JCRoM;MFttK
"1,3-diethylimidazolium trifluoroacetate",C9H13F3N2O2,True,1,False,0,iumub
"1,3-diethylimidazolium trifluoromethanesulfonate",C8H13F3N2O3S,True,1,False,0,jFXxM
"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",C19H33F6N3O4S2,True,18,False,0,EZwyv
"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",C17H29F6N3O4S2,True,18,False,0,vhgfg
"1,3-dihexylimidazolium bromotrichloroferrate(III)",C15H29BrCl3FeN2,True,1,True,1,zLDOb;nagJN
"1,3-dimethyl-1H-imidazolium methanesulfonate",C6H12N2O3S,True,1,False,0,dhLoC
"1,3-dimethyl-1H-imidazolium tetrafluoroborate",C5H9BF4N2,True,5,False,0,tApnS
"1,3-dimethylimidazolium acetate",C7H12N2O2,True,13,False,0,PRgOP
"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",C7H9F6N3O4S2,True,48,True,13,Ahanj;xtqbA;OMgLf;uPNeM;UBZOu;enNNj;nBZfm;hqXkg;uqiyQ
"1,3-dimethylimidazolium dicyanamide",C7H9N5,True,1,True,1,StLCq;oJSJd
"1,3-dimethylimidazolium dimethyl phosphate",C7H15N2O4P,True,46,True,17,BXTFP;SPRVD;tCKga;OiMQM;NoYTc;bhOSw;vAXpJ;QsMbr;nGMyy;oHQLy
"1,3-dimethylimidazolium methyl methylphosphonate",C7H15N2O3P,True,10,False,0,mlJER
"1,3-dimethylimidazolium methyl phosphonate",C6H13N2O3P,True,10,False,0,spryA
"1,3-dimethylimidazolium methylsulfate",C6H12N2O4S,True,81,True,17,ObWDH;aiCBP;nPIBl;pMwxB;EddsX;zbNJZ;xGJgW;rscKH;bUaDI;kpCQS;GJvCF
"1,3-dimethylimidazolium tetracyanoborate",C9H9BN6,False,0,True,8,cWWKc
"1,3-dimethylpyridinium methyl sulfate",C8H13NO4S,True,10,False,0,nnGvY
"1,3-dinonyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",C23H41F6N3O4S2,True,18,False,0,eEuZf
"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",C21H37F6N3O4S2,True,17,False,0,dacYp
"1,3-dioctylimidazolium bromotrichloroferrate(III)",C19H37BrCl3FeN2,True,1,True,1,JFMbV;lmWyH
"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",C15H25F6N3O4S2,True,18,False,0,GqbKZ
"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",C11H17F6N3O4S2,True,18,False,0,HqFwc
"1,5-diazabicyclo[4.3.0]non-5-enium 3,5-dimethylpyrazolide",C12H20N4,True,1,False,0,XZfHc
"1,5-diazabicyclo[4.3.0]non-5-enium 3-aminopyrazolide",C10H17N5,True,1,False,0,MUQCw
"1,5-diazabicyclo[4.3.0]non-5-enium 3-methylpyrazolide",C11H18N4,True,1,False,0,DyEGf
"1,5-diazabicyclo[4.3.0]non-5-enium 4-bromopyrazolide",C10H15BrN4,True,1,False,0,KktPh
"1,5-diazabicyclo[4.3.0]non-5-enium pyrazolide",C10H16N4,True,1,False,0,ffCiA
"1-(1H,1H,2H,2H-perfluorooctyl)pyridinium bis(trifluoromethylsulfonyl)imide",C15H9F19N2O4S2,True,18,False,0,Thgnr
"1-(2,2-dimethyl-1,3-dioxolan-4-yl)-N,N-dimethyl-N-(pyridin-3-ylmethyl)methanaminium tetrafluoroborate",C14H23BF4N2O2,True,1,False,0,ELLgY
"1-(2,2-dimethyl-1,3-dioxolan-4-yl)-N-methyl-N-(pyridin-3-ylmethyl)methanaminium tetrafluoroborate",C13H21BF4N2O2,True,2,False,0,mQgWE
"1-(2,3-dihydroxypropyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide",C10H18F6N2O6S2,True,13,False,0,jenWt
1-(2-(2-(2-methoxyethoxy)ethoxy)ethyl)pyridinium bis(trifluoromethylsulfonyl)amide,C14H20F6N2O7S2,True,13,False,0,kZuHY
1-(2-(2-methoxyethoxy)ethyl)-3-methyl-1H-imidazol-3-ium methanesulfonate,C10H20N2O5S,True,12,True,10,BDtbI;jZDVA
1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,C11H17F6N3O6S2,False,0,True,1,ExwTd
1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium chloride,C9H17ClN2O2,True,3,False,0,OfnDP
1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium hexafluorophosphate,C9H17F6N2O2P,True,3,False,0,SzxUc
1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium tetrafluoroborate,C9H17BF4N2O2,True,3,False,0,VKxAX
1-(2-(2-methoxyethoxy)ethyl)pyridinium bis(trifluoromethylsulfonyl)amide,C12H16F6N2O6S2,True,13,False,0,HfEec
1-(2-amino-2-oxoethyl)-3-(4-(3-(2-amino-2-oxoethyl)-1H-imidazol-3-ium-1-yl)butyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,C18H22F12N8O10S4,True,10,False,0,GPXyp
1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V),C6H12F6N3P,False,0,True,13,JlxUF
1-(2-azido-3-bromopropyl)-3-methyl-3H-imidazol-1-ium dicyanamide,C9H11BrN8,True,44,False,0,HOPQI;EDsFU
1-(2-azido-3-bromopropyl)-3-vinyl-3H-imidazol-1-ium dicyanamide,C10H11BrN8,True,16,False,0,AvWGU
1-(2-chloroethyl)-3-methylimidazolium dicyanamide,C8H10ClN5,True,15,False,0,ezlkW
1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride,C8H12ClN3O,True,11,False,0,FyDqw
1-(2-cyanoethyl)-3-(phenylmethyl)-1H-imidazolium chloride,C13H14ClN3,True,7,False,0,KTTAU
"1-(2-cyanoethyl)-3-hexyl-1H-imidazol-3-ium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",C32H57N3O7S,True,12,False,0,MrYIe
1-(2-cyanoethyl)-3-methylimidazolium tetrafluoroborate,C7H10BF4N3,True,1,False,0,psWTF
1-(2-cyanoethyl)-3[2-(2-methoxyethoxy)ethyl]imidazolium bis((trifluoromethyl)sulfonyl)imide,C13H18F6N4O6S2,True,4,False,0,gmqix
1-(2-cyanoethyl)imidazolium 4-methylbenzenesulfonate,C13H15N3O3S,True,8,False,0,fAbaV
1-(2-cyanoethyl)imidazolium acetate,C8H11N3O2,True,17,False,0,sOFGP;EbFde
1-(2-cyanoethyl)imidazolium butanoate,C10H15N3O2,True,8,False,0,jnBOQ
1-(2-cyanoethyl)imidazolium formate,C7H9N3O2,True,8,False,0,kowiT
1-(2-cyanoethyl)imidazolium hexanoate,C12H19N3O2,True,8,False,0,RsOcK
1-(2-cyanoethyl)imidazolium hydrogen sulfate,C6H9N3O4S,True,9,False,0,JUrGf
1-(2-cyanoethyl)imidazolium propionate,C9H13N3O2,True,8,False,0,YTmEr
1-(2-ethoxy-2-oxoethyl)-3-methylimidazolium chloride,C8H13ClN2O2,True,1,False,0,LltqC
"1-(2-ethoxy-2-oxoethyl)-pyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C11H12F6N2O6S2,True,6,False,0,cwxwi
1-(2-ethoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,C11H20F6N2O5S2,True,10,True,9,UHoRA;RiACI;PdLTW
1-(2-ethoxyethyl)-3- methylimidazolium threonine,C12H23N3O4,True,7,True,9,wcgaB;XzvqO
1-(2-ethoxyethyl)-3-ethylimidazolium perrhenate,C9H17N2O5Re,True,5,True,10,KRMoz;FZQWI
1-(2-ethoxyethyl)-3-methylimidazolium acetate,C10H18N2O3,True,7,True,7,HkqPf;wZvKL
1-(2-ethoxyethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,C10H15F6N3O5S2,True,9,True,9,ZOQFg;DQMcM
1-(2-ethoxyethyl)-3-methylimidazolium lactate,C11H20N2O4,True,7,True,7,sILQD;hZDOH
1-(2-ethoxyethyl)-3-methylimidazolium propanoate,C11H20N2O3,True,7,False,0,JYUrI
1-(2-ethoxyethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,C11H14F6N2O5S2,True,9,True,9,QRgrN;rjLLU
1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide,C9H16F6N2O5S2,True,26,True,1,GuhCD;UhGaI;DyWNL
1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,C9H22NO5P,True,10,False,0,FBOTA
1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,C9H17N3O3,True,9,True,7,VOZsb;cNnhE
1-(2-hydroxyethyl)-3-methylimidazolium L-prolinate,C11H19N3O3,True,9,True,7,KuFNn;vIJWF
1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,C9H17N3O4,True,9,True,7,pPgaX;PfABJ
1-(2-hydroxyethyl)-3-methylimidazolium acetate,C8H14N2O3,True,10,True,10,Rtluj;YACes
1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C8H11F6N3O5S2,True,53,True,1,FZIdm;rjHzK;exHwY;oshTd;LLkyb
1-(2-hydroxyethyl)-3-methylimidazolium glycinate,C8H15N3O3,True,9,True,7,cXTJh;UBfwa
1-(2-hydroxyethyl)-3-methylimidazolium imidazole-2-carboxylate,C10H14N4O3,True,1,False,0,stAyz
1-(2-hydroxyethyl)-3-methylimidazolium nonafluoro-1-butanesulfonate,C10H11F9N2O4S,True,15,False,0,NiIPC
1-(2-hydroxyethyl)-3-methylimidazolium perfluoropentanoate,C11H11F9N2O3,True,15,False,0,HQzhK
1-(2-hydroxyethyl)-3-methylimidazolium propionate,C9H16N2O3,True,10,True,10,YihQc;DtYCr
1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,C6H11BF4N2O,True,14,True,12,XtshK;mEfRw;xtEjJ
1-(2-hydroxyethyl)-pyridinium bis(trifluoromethylsulfonyl)imide,C9H10F6N2O5S2,True,13,False,0,wvYaX
1-(2-hydroxyethyl)pyridinium tricyanomethanide,C11H10N4O,True,12,True,7,gADOB;SUoQX
1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,C11H20F6N2O5S2,True,13,True,7,EAXgU;TmGjX;Sanua
1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,C15H20F18NOP,True,6,True,21,XEktX;NCSAd
1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,C10H18F6N2O5S2,True,87,True,23,NIDln;JjbJq;jOjRk;ZRbTk;PecjJ;VqhIu;XIuXX;MbyEO;tLPbF;BAwQp
1-(2-methoxyethyl)-1-methylpyrrolidinium bis(fluorosulfonyl)amide,C8H18F2N2O5S2,True,16,False,0,FbluL
"1-(2-methoxyethyl)-1-methylpyrrolidinium cyclohexafluoropropane-1,3-bis(sulfonyl)imide",C11H18F6N2O5S2,True,16,False,0,mvrCn
1-(2-methoxyethyl)-1-methylpyrrolidinium hexafluorophosphate,C8H18F6NOP,True,13,False,0,PWFRc
1-(2-methoxyethyl)-1-methylpyrrolidinium tetrafluoroborate,C8H18BF4NO,True,16,False,0,QRnqV
1-(2-methoxyethyl)-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,C14H18F18NOP,True,54,True,21,vrkjT;ubHFQ;bSluP;GEyJh
"1-(2-methoxyethyl)-2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepinium bis((trifluoromethyl)sulfonyl)amide",C14H23F6N3O5S2,True,1,False,0,OCphM
1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,C8H15N2O5Re,True,5,True,10,rTZNv;szFxe
1-(2-methoxyethyl)-3-methyl-1H-imidazol-3-ium methanesulfonate,C8H16N2O4S,True,12,True,10,rMWmh;rfyzQ
1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,C9H13F6N3O5S2,True,10,True,16,NPfgs;dazxZ;MPvYS;axglr
1-(2-methoxyethyl)-3-methyl-imidazolium hexafluorophosphate,C7H13F6N2OP,True,3,False,0,fKdNs
1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate,C7H13BF4N2O,True,3,True,1,ojYvF;BVIiL
1-(2-methoxyethyl)-3-methylimidazolium 3-(2-naphthyl)-L-alaninate,C20H25N3O3,True,1,False,0,DcQEi
1-(2-methoxyethyl)-3-methylimidazolium L-alaninate,C10H19N3O3,True,1,False,0,lIXru
1-(2-methoxyethyl)-3-methylimidazolium L-phenylalaninate,C16H23N3O3,True,1,False,0,uobDh
1-(2-methoxyethyl)-3-methylimidazolium acetate,C9H16N2O3,True,7,False,0,tsUSK
1-(2-methoxyethyl)-3-methylimidazolium chloride,C7H13ClN2O,False,0,True,9,pFuMb
1-(2-methoxyethyl)-3-methylimidazolium propanoate,C10H18N2O3,True,7,False,0,TmILN
1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,C8H13N3OS,True,12,False,0,JeDEQ
1-(2-methoxyethyl)-3-methylimidazolium threonine,C11H21N3O4,True,7,True,9,WAREM;hFWNL
1-(2-methoxyethyl)-3-methylimidazolium trifluoromethanesulfonate,C8H13F3N2O4S,True,1,False,0,bkMvp
1-(2-methoxyethyl)pyridinium bis(trifluoromethylsulfonyl)amide,C10H12F6N2O5S2,True,22,True,9,OcTgJ;dWnXO;NIYup
1-(2-methoxyethyl)pyridinium dicyanamide,C10H12N4O,True,13,False,0,GWsBv
1-(2-methoxyethyl)pyridinium thiocyanate,C9H12N2OS,True,13,False,0,CNZRb
1-(2-methoxyethyl)pyridinium tricyanomethanide,C12H12N4O,True,13,False,0,wMhbZ
1-(2-propoxyethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,C12H16F6N2O5S2,True,9,True,9,VuazU;FYYpD
1-(3-((3-butoxy-2-hydroxypropyl)amino)propyl)-1H-imidazol-3-ium ethanesulfonate,C15H31N3O5S,True,1,False,0,MGueZ
1-(3-((3-butoxy-2-hydroxypropyl)ammonio)propyl)-1H-imidazol-3-ium ethanesulfonate,C17H37N3O8S2,True,1,False,0,apHaD
1-(3-(N-(3-butoxy-2-hydroxypropyl)acetamido)propyl)-1H-imidazol-3-ium acetate,C17H31N3O5,True,1,False,0,qNFzQ
1-(3-(N-(3-butoxy-2-hydroxypropyl)acetamido)propyl)-1H-imidazol-3-ium ethanesulfonate,C17H33N3O6S,True,1,False,0,lIkOU
1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,C15H20N8,True,11,False,0,eElVS
1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate,C7H14BF4N3,True,14,True,13,rQubY;iQoVA
1-(3-aminopropyl)-3-methylimidazolium imidazole-2-carboxylate,C11H17N5O2,True,1,False,0,khWuY
1-(3-carboxypropyl)-3-methyl-imidazolium bis((trifluoromethyl)sulfonyl)imide,C10H13F6N3O6S2,True,6,False,0,BZlDs
1-(3-cyanopropyl)-3-methylimidazolium cyanocyanamide,C10H12N6,True,20,True,1,XrXRk;zStgV;mttDJ
1-(3-hydroxypropyl)pyridinium bis(trifluoromethylsulfonyl)amide,C10H12F6N2O5S2,True,6,False,0,BAQmY
1-(3-hydroxypropyl)pyridinium tricyanomethanide,C12H12N4O,True,12,True,7,aViFG;rETIg
1-(3-hydroxypropyl)pyridinium trifluorotris(perfluoroethyl)phosphate(V),C14H12F18NOP,False,0,True,21,PsJVo
1-(3-methoxypropyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,C11H20F6N2O5S2,True,9,True,9,TaAMC;YeHmk
1-(3-methoxypropyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,C11H14F6N2O5S2,True,9,True,9,USkdg;xSnCu
1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C11H17F6N3O4S2,True,8,False,0,QYFBr
"1-(4-chlorophenyl)-2,3,5-trimethylpyrazolium methanesulfonate",C13H17ClN2O3S,True,2,False,0,vtknc
1-(4-cyanobutyl)-3-methylimidazolium chloride,C9H14ClN3,True,1,False,0,VmYpX
1-(4-cyanobutyl)-3-methylimidazolium hexafluorophosphate,C9H14F6N3P,True,1,False,0,bZscC
1-(4-cyanobutyl)-3-methylimidazolium tetrafluoroborate,C9H14BF4N3,True,1,False,0,CymfL
1-(4-cyanobutyl)-3-methylimidazolium trifluorotris(perfluoroethyl)phosphate,C15H14F18N3P,True,3,False,0,LIHev
1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,C12H23N3O3,True,7,True,9,bUkUm;VsDGA
1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,C13H25N3O4,True,7,True,9,UJMRb;wCvlt
1-(4-methoxybutyl)-3-methylimidazolium aspartate,C13H23N3O5,False,0,True,7,SCFYy
1-(4-methoxybutyl)-3-methylimidazolium chloride,C9H17ClN2O,False,0,True,7,fJbgy
1-(4-methoxybutyl)-3-methylimidazolium glycinate,C11H21N3O3,True,7,True,9,MwegR;nUJfN
1-(4-methoxybutyl)-3-methylimidazolium trifluorotris(perfluoroethyl)phosphate,C15H17F18N2OP,True,5,False,0,lfXcB
1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C12H19F6N3O4S2,True,8,False,0,yDyJU
"1-(4-methylphenyl)-2,3,5-trimethylpyrazolium methanesulfonate",C14H20N2O3S,True,2,False,0,cwCIN
1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C13H21F6N3O4S2,True,8,False,0,UElCL
1-(6-hydroxyhexyl)imidazolium chloride,C9H17ClN2O,True,13,True,6,yILOg;OIWmo
1-(ethoxymethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,C10H18F6N2O5S2,True,9,True,9,SmYXt;kgRsp
