CAS,name,InChI,T_K,P_kPa,surface_tension_Nm
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",302.66,,0.03588
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",308.82,,0.03561
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",313.3,,0.03536
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",317.77,,0.03514
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",323.19,,0.03484
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",327.91,,0.03466
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",333.82,,0.03429
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",337.84,,0.03406
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",343.6,,0.03379
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",346.93,,0.03366
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",351.54,,0.03342
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",283.2,,0.03707
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",297.95,,0.03612
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",323.16,,0.03481
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",327.97,,0.03473
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",333.86,,0.0341
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",337.88,,0.03409
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",346.9,,0.03374
,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"InChI=1S/C6H11N2.C2F6NO4S2/c1-3-8-5-4-7(2)6-8;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-6H,3H2,1-2H3;/q+1;-1",351.67,,0.0332
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",284.15,,0.03346
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",287.81,,0.03327
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",294.2,,0.03302
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",298.35,,0.03285
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",301.96,,0.03266
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",306.81,,0.03244
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",310.81,,0.03226
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",317.94,,0.03197
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",322.99,,0.03174
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",327.92,,0.03158
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",332.97,,0.0313
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",337.12,,0.03117
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",343.28,,0.03091
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",347.82,,0.03076
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",351.56,,0.03053
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",284.19,,0.03348
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",298.41,,0.03304
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",317.93,,0.03197
,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",348.05,,0.03041
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",283.17,,0.03234
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",287.86,,0.03207
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",293.15,,0.03181
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",298.26,,0.03159
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",303.16,,0.03134
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",308.99,,0.03099
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",314.39,,0.03071
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",318.21,,0.03048
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",323.09,,0.03026
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",327.93,,0.03
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",333.53,,0.0298
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",337.7,,0.02945
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",342.32,,0.02928
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",347.3,,0.02906
,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"InChI=1S/C10H19N2.C2F6NO4S2/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-10H,3-7H2,1-2H3;/q+1;-1",351.11,,0.02891
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",293.15,,0.0416
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",298.15,,0.0412
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",303.15,,0.0407
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",308.15,,0.0405
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",313.15,,0.04
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",318.15,,0.0397
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",323.15,,0.0394
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",328.15,,0.039
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",333.15,,0.0386
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",338.15,,0.0383
,1-butylpyridinium perrhenate,"InChI=1S/C9H14N.4O.Re/c1-2-3-7-10-8-5-4-6-9-10;;;;;/h4-6,8-9H,2-3,7H2,1H3;;;;;/q+1;;;;-1;",343.15,,0.0382
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",274.77,,0.02359
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",274.87,,0.02354
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",280.56,,0.02315
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",281.05,,0.02295
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",281.17,,0.02309
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",284.25,,0.02278
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",288.21,,0.0227
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",288.23,,0.02261
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",288.65,,0.02263
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",293.15,,0.02236
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",294.19,,0.0224
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",298.15,,0.02225
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",298.41,,0.02207
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",298.55,,0.02206
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",303.15,,0.02163
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",303.2,,0.02166
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",308.23,,0.02133
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",311.79,,0.02109
,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",318.99,,0.0202
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",293.15,,0.04742
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",298.15,,0.04709
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",303.15,,0.04711
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",308.15,,0.04628
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",313.15,,0.04511
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",318.15,,0.04444
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",323.15,,0.04301
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",328.15,,0.04258
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",333.15,,0.04188
,"1,3-dimethylimidazolium dimethylphosphate","InChI=1S/C5H9N2.C2H7O4P/c1-6-3-4-7(2)5-6;1-5-7(3,4)6-2/h3-5H,1-2H3;1-2H3,(H,3,4)/q+1;/p-1",338.15,,0.04133
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",293.15,,0.0361
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",298.15,,0.03588
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",303.15,,0.03543
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",308.15,,0.0353
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",313.15,,0.03507
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",318.15,,0.03461
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",323.15,,0.03455
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",328.15,,0.03421
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",333.15,,0.03388
,1-ethyl-3-methylimidazolium diethyl phosphate,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",338.15,,0.03375
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",298.15,,0.0209
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",293.15,,0.0213
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",303.15,,0.0204
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",313.15,,0.0196
,propan-2-ol,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",323.15,,0.0188
,tetrahydropyran,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,298.15,,0.0272
,tetrahydropyran,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,293.15,,0.0275
,tetrahydropyran,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,303.15,,0.0262
,tetrahydropyran,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,313.15,,0.0251
,tetrahydropyran,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,323.15,,0.0238
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",298.15,,0.0183
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",293.15,,0.0188
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",303.15,,0.0179
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",313.15,,0.0169
,"2,2,4-trimethylpentane","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",323.15,,0.0162
,acetonitrile,InChI=1S/C2H3N/c1-2-3/h1H3,283.15,,0.02973
,acetonitrile,InChI=1S/C2H3N/c1-2-3/h1H3,298.15,,0.0282
,acetonitrile,InChI=1S/C2H3N/c1-2-3/h1H3,308.15,,0.02747
,"1,2-ethanediol","InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",283.15,,0.04927
,"1,2-ethanediol","InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",298.15,,0.04822
