CAS,name,InChI,T_K,P_kPa,surface_tension_Nm
,1-methyl-3-octylimidazolium tetracyanoborate,"InChI=1S/C12H23N2.C4BN4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;6-1-5(2-7,3-8)4-9/h10-12H,3-9H2,1-2H3;/q+1;-1",343.21,,0.03344
,1-methyl-3-octylimidazolium tetracyanoborate,"InChI=1S/C12H23N2.C4BN4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;6-1-5(2-7,3-8)4-9/h10-12H,3-9H2,1-2H3;/q+1;-1",353.28,,0.03241
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",283.27,,0.04199
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",293.29,,0.04132
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",303.27,,0.0404
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",313.29,,0.03939
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",323.26,,0.0386
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",333.2,,0.03761
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",343.18,,0.037
,1-hexyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C10H19N2.C4BN4/c1-3-4-5-6-7-12-9-8-11(2)10-12;6-1-5(2-7,3-8)4-9/h8-10H,3-7H2,1-2H3;/q+1;-1",353.25,,0.03586
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",283.23,,0.04523
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",293.23,,0.04464
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",303.3,,0.04365
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",313.24,,0.04262
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",323.24,,0.04171
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",333.2,,0.04081
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",343.22,,0.03987
,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,"InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1",353.3,,0.03908
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",283.1,,0.04966
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",293.26,,0.04872
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",303.35,,0.04757
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",313.29,,0.04645
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",323.2,,0.04567
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",333.09,,0.04487
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",343.12,,0.04404
,1-ethyl-3-methylimidazolium tetracyanoborate,"InChI=1S/C6H11N2.C4BN4/c1-3-8-5-4-7(2)6-8;6-1-5(2-7,3-8)4-9/h4-6H,3H2,1-2H3;/q+1;-1",353.45,,0.0434
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",283.19,,0.03544
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",293.24,,0.03474
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",303.28,,0.03367
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",313.26,,0.03307
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",323.17,,0.03205
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",333.17,,0.03137
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",343.13,,0.0306
,"1,3-dimethylimidazolium tetracyanoborate","InChI=1S/C5H9N2.C4BN4/c1-6-3-4-7(2)5-6;6-1-5(2-7,3-8)4-9/h3-5H,1-2H3;/q+1;-1",353.24,,0.02998
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",293.15,,0.05008
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",298.15,,0.0493
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",303.15,,0.04843
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",308.15,,0.04782
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",313.15,,0.04682
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",318.15,,0.04597
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",323.15,,0.04512
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",328.15,,0.04431
,1-butyl-3-ethenyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C9H15N2.4ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",333.15,,0.0435
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",293.15,,0.04701
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",298.15,,0.04621
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",303.15,,0.04543
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",308.15,,0.04465
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",313.15,,0.04389
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",318.15,,0.04309
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",323.15,,0.04228
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",328.15,,0.04149
,3-octyl-1-vinyl-1H-imidazolium tetrachloroferrate(III),"InChI=1S/C13H23N2.4ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",333.15,,0.04072
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",293.15,,0.05154
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",298.15,,0.05089
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",303.15,,0.05015
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",308.15,,0.04936
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",313.15,,0.04858
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",318.15,,0.04774
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",323.15,,0.04695
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",328.15,,0.04601
,3-butyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C9H15N2.BrH.3ClH.Fe/c1-3-5-6-11-8-7-10(4-2)9-11;;;;;/h4,7-9H,2-3,5-6H2,1H3;4*1H;/q+1;;;;;+3/p-4",333.15,,0.04514
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",293.15,,0.05045
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",298.15,,0.04981
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",303.15,,0.04907
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",308.15,,0.04828
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",313.15,,0.04731
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",318.15,,0.04655
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",323.15,,0.04572
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",328.15,,0.04495
,3-pentyl-1-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C10H17N2.BrH.3ClH.Fe/c1-3-5-6-7-12-9-8-11(4-2)10-12;;;;;/h4,8-10H,2-3,5-7H2,1H3;4*1H;/q+1;;;;;+3/p-4",333.15,,0.04414
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",293.15,,0.04952
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",298.15,,0.04878
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",303.15,,0.04796
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",308.15,,0.0471
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",313.15,,0.04623
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",318.15,,0.0455
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",323.15,,0.04477
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",328.15,,0.04391
,1-hexyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C11H19N2.BrH.3ClH.Fe/c1-3-5-6-7-8-13-10-9-12(4-2)11-13;;;;;/h4,9-11H,2-3,5-8H2,1H3;4*1H;/q+1;;;;;+3/p-4",333.15,,0.04316
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",293.15,,0.04821
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",298.15,,0.04753
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",303.15,,0.04684
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",308.15,,0.04611
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",313.15,,0.04542
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",318.15,,0.0447
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",323.15,,0.044
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",328.15,,0.04324
,1-octyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C13H23N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-15-12-11-14(4-2)13-15;;;;;/h4,11-13H,2-3,5-10H2,1H3;4*1H;/q+1;;;;;+3/p-4",333.15,,0.04239
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",293.15,,0.04723
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",298.15,,0.04652
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",303.15,,0.04582
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",308.15,,0.04512
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",313.15,,0.04444
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",318.15,,0.04375
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",323.15,,0.043
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",328.15,,0.04228
,1-decyl-3-vinylimidazolium bromotrichloroferrate(III),"InChI=1S/C15H27N2.BrH.3ClH.Fe/c1-3-5-6-7-8-9-10-11-12-17-14-13-16(4-2)15-17;;;;;/h4,13-15H,2-3,5-12H2,1H3;4*1H;/q+1;;;;;+3/p-4",333.15,,0.04158
,2-dimethylamino-1-ethylamine,"InChI=1S/C4H12N2/c1-6(2)4-3-5/h3-5H2,1-2H3",298.15,,0.0261
,2-dimethylamino-1-ethylamine,"InChI=1S/C4H12N2/c1-6(2)4-3-5/h3-5H2,1-2H3",293.15,,0.0264
,2-dimethylamino-1-ethylamine,"InChI=1S/C4H12N2/c1-6(2)4-3-5/h3-5H2,1-2H3",303.15,,0.0258
,2-dimethylamino-1-ethylamine,"InChI=1S/C4H12N2/c1-6(2)4-3-5/h3-5H2,1-2H3",313.15,,0.0252
,2-dimethylamino-1-ethylamine,"InChI=1S/C4H12N2/c1-6(2)4-3-5/h3-5H2,1-2H3",323.15,,0.0245
,2-aminoethan-1-ol,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",298.15,,0.0491
,"2-(N,N-dimethylamino)ethanol","InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",298.15,,0.0313
,water,InChI=1S/H2O/h1H2,298.15,,0.0721
,water,InChI=1S/H2O/h1H2,293.15,,0.0726
,water,InChI=1S/H2O/h1H2,303.15,,0.0711
,water,InChI=1S/H2O/h1H2,313.15,,0.0692
,water,InChI=1S/H2O/h1H2,323.15,,0.0677
