CAS,SMILES,T_K,viscosity_Pas
109-67-1,CCCC=C,388.89,9.506402547567466e-06
109-67-1,CCCC=C,416.67,1.0194928506012151e-05
109-67-1,CCCC=C,444.44,1.0871605092535154e-05
109-69-3,CCCCCl,250.0,0.0008011402044328243
109-69-3,CCCCCl,277.78,0.0005418527738810507
109-69-3,CCCCCl,305.56,0.0003927302083154951
109-69-3,CCCCCl,333.33,0.00029968440857558107
109-69-3,CCCCCl,361.11,9.112890586419752e-06
109-69-3,CCCCCl,388.89,9.823258641975308e-06
109-69-3,CCCCCl,416.67,1.052424861111111e-05
109-69-3,CCCCCl,444.44,1.121586049382716e-05
109-69-3,CCCCCl,472.22,1.1898094290123456e-05
109-69-3,CCCCCl,500.0,1.2570949999999999e-05
109-73-9,CCCCN,250.0,0.0011742621720740296
109-73-9,CCCCN,277.78,0.0007724949608662017
109-73-9,CCCCN,305.56,0.0005210331050722101
109-73-9,CCCCN,333.33,0.00035852839328142803
109-73-9,CCCCN,361.11,8.229932253086419e-06
109-73-9,CCCCN,388.89,8.85375864197531e-06
109-73-9,CCCCN,416.67,9.47012361111111e-06
109-73-9,CCCCN,444.44,1.0079027160493828e-05
109-73-9,CCCCN,472.22,1.0680469290123457e-05
109-73-9,CCCCN,500.0,1.127445e-05
109-74-0,CCCC#N,250.0,0.0010621347138565786
109-74-0,CCCC#N,277.78,0.0007002540934207985
109-74-0,CCCC#N,305.56,0.0004973888522231299
109-74-0,CCCC#N,333.33,0.00037361573516713766
109-74-0,CCCC#N,361.11,0.00029295269865885773
109-74-0,CCCC#N,388.89,0.00023750543751098675
109-74-0,CCCC#N,416.67,8.765205571657112e-06
109-74-0,CCCC#N,444.44,9.322072653798572e-06
109-74-0,CCCC#N,472.22,9.87271137015951e-06
109-74-0,CCCC#N,500.0,1.0417462977136001e-05
109-79-5,CCCCS,250.0,0.0008930878312014727
109-79-5,CCCCS,277.78,0.0006057506256955832
109-79-5,CCCCS,305.56,0.0004408294468036606
109-79-5,CCCCS,333.33,0.00033816337905198435
109-79-5,CCCCS,361.11,0.00027005542955911484
109-79-5,CCCCS,388.89,9.833807537148918e-06
109-79-5,CCCCS,416.67,1.0526687656426344e-05
109-79-5,CCCCS,444.44,1.1214804218498641e-05
109-79-5,CCCCS,472.22,1.1898425675748441e-05
109-79-5,CCCCS,500.0,1.2577797583286549e-05
109-89-7,CCNCC,250.0,0.0006776173619107623
109-89-7,CCNCC,277.78,0.00042603196846969593
109-89-7,CCNCC,305.56,0.0002936242975274722
109-89-7,CCNCC,333.33,8.261928246340711e-06
109-89-7,CCNCC,361.11,8.964313452036866e-06
109-89-7,CCNCC,388.89,9.65443528982778e-06
109-89-7,CCNCC,416.67,1.0332469591379445e-05
109-89-7,CCNCC,444.44,1.0998688640585521e-05
109-89-7,CCNCC,472.22,1.1653424185249461e-05
109-89-7,CCNCC,500.0,1.2297042311398738e-05
109-94-4,CCOC=O,250.0,0.0006904886002015118
109-94-4,CCOC=O,277.78,0.000477619635274319
109-94-4,CCOC=O,305.56,0.00035262828393666705
109-94-4,CCOC=O,333.33,9.537461589450707e-06
109-94-4,CCOC=O,361.11,1.0403674978663067e-05
109-94-4,CCOC=O,388.89,1.125956273336778e-05
109-94-4,CCOC=O,416.67,1.2104633167065722e-05
109-94-4,CCOC=O,444.44,1.293861300910114e-05
109-94-4,CCOC=O,472.22,1.376138831849052e-05
109-94-4,CCOC=O,500.0,1.4572961371067534e-05
109-97-7,C1=CNC=C1,250.0,0.003886232535188369
109-97-7,C1=CNC=C1,277.78,0.0018459963701258442
109-97-7,C1=CNC=C1,305.56,0.001071890375057714
109-97-7,C1=CNC=C1,333.33,0.0007249290337158983
109-97-7,C1=CNC=C1,361.11,0.0005381287510735811
109-97-7,C1=CNC=C1,388.89,0.00041836426315834224
109-97-7,C1=CNC=C1,416.67,9.780367961008264e-06
109-97-7,C1=CNC=C1,444.44,1.0501670938964888e-05
109-97-7,C1=CNC=C1,472.22,1.1194739524990482e-05
109-97-7,C1=CNC=C1,500.0,1.1864251111366755e-05
109-99-9,C1CCOC1,250.0,0.0008267658993698976
109-99-9,C1CCOC1,277.78,0.000572413639532915
109-99-9,C1CCOC1,305.56,0.00042337470100498324
109-99-9,C1CCOC1,333.33,0.00032895851723301344
109-99-9,C1CCOC1,361.11,1.0116010666999703e-05
109-99-9,C1CCOC1,388.89,1.0953252852453539e-05
109-99-9,C1CCOC1,416.67,1.178079012180667e-05
109-99-9,C1CCOC1,444.44,1.2598435315364666e-05
109-99-9,C1CCOC1,472.22,1.3406138471981677e-05
109-99-9,C1CCOC1,500.0,1.4203947253231599e-05
110-00-9,C1=COC=C1,250.0,0.0006443470379839991
110-00-9,C1=COC=C1,277.78,0.00045038478259371175
110-00-9,C1=COC=C1,305.56,8.877242467608073e-06
110-00-9,C1=COC=C1,333.33,9.760550032781192e-06
110-00-9,C1=COC=C1,361.11,1.063274838626198e-05
110-00-9,C1=COC=C1,388.89,1.1493236660788697e-05
110-00-9,C1=COC=C1,416.67,1.2341692978706205e-05
110-00-9,C1=COC=C1,444.44,1.3177994089297368e-05
110-00-9,C1=COC=C1,472.22,1.4002158127412124e-05
110-00-9,C1=COC=C1,500.0,1.4814303422439481e-05
110-01-0,C1CCSC1,250.0,0.0020678530713315896
110-01-0,C1CCSC1,277.78,0.0012975292246531589
110-01-0,C1CCSC1,305.56,0.0008861577687270648
110-01-0,C1CCSC1,333.33,0.0006448832585687801
110-01-0,C1CCSC1,361.11,0.0004927353228293227
110-01-0,C1CCSC1,388.89,0.00039108555818724567
110-01-0,C1CCSC1,416.67,1.0936757008006973e-05
110-01-0,C1CCSC1,444.44,1.1639686300214251e-05
110-01-0,C1CCSC1,472.22,1.2335683206429923e-05
110-01-0,C1CCSC1,500.0,1.3025120982827162e-05
110-02-1,C1=CSC=C1,250.0,0.0012700848235405516
110-02-1,C1=CSC=C1,277.78,0.0008109697021099925
110-02-1,C1=CSC=C1,305.56,0.0005660923924265305
110-02-1,C1=CSC=C1,333.33,0.0004221410735584798
110-02-1,C1=CSC=C1,361.11,1.0178685340624827e-05
110-02-1,C1=CSC=C1,388.89,1.1086472996337424e-05
110-02-1,C1=CSC=C1,416.67,1.198995589120008e-05
110-02-1,C1=CSC=C1,444.44,1.288809268564596e-05
110-02-1,C1=CSC=C1,472.22,1.3780078641687509e-05
110-02-1,C1=CSC=C1,500.0,1.4665296931455085e-05
110-15-6,C(CC(=O)O)C(=O)O,472.22,0.002124070294866185
110-15-6,C(CC(=O)O)C(=O)O,500.0,0.0014185714887397633
110-19-0,CC(C)COC(=O)C,250.0,0.0014427887653106846
110-19-0,CC(C)COC(=O)C,277.78,0.0009026762594583088
110-19-0,CC(C)COC(=O)C,305.56,0.0006135321571061591
110-19-0,CC(C)COC(=O)C,333.33,0.00043707751075345945
110-19-0,CC(C)COC(=O)C,361.11,0.0003227140711260583
110-19-0,CC(C)COC(=O)C,388.89,0.00024594274070726925
110-19-0,CC(C)COC(=O)C,416.67,8.944301861707955e-06
110-19-0,CC(C)COC(=O)C,444.44,9.556146600860925e-06
110-19-0,CC(C)COC(=O)C,472.22,1.0142254293901556e-05
110-19-0,CC(C)COC(=O)C,500.0,1.0706784824954368e-05
110-38-3,CCCCCCCCCC(=O)OCC,277.78,0.0008238335537524093
110-38-3,CCCCCCCCCC(=O)OCC,305.56,0.0006470391011155067
110-38-3,CCCCCCCCCC(=O)OCC,333.33,0.0005290775140246236
110-38-3,CCCCCCCCCC(=O)OCC,361.11,0.0004462449455384182
110-38-3,CCCCCCCCCC(=O)OCC,388.89,0.00038566559624441125
110-38-3,CCCCCCCCCC(=O)OCC,416.67,0.00033986981597730235
110-38-3,CCCCCCCCCC(=O)OCC,444.44,0.0003042756436306343
110-38-3,CCCCCCCCCC(=O)OCC,472.22,0.0002759202509744974
110-38-3,CCCCCCCCCC(=O)OCC,500.0,0.00025275839721109253
110-43-0,CCCCCC(=O)C,250.0,0.0016442772844826078
110-43-0,CCCCCC(=O)C,277.78,0.0010112177389947593
110-43-0,CCCCCC(=O)C,305.56,0.0006818787284707768
110-43-0,CCCCCC(=O)C,333.33,0.0004925199469844876
110-43-0,CCCCCC(=O)C,361.11,0.00037495122581672653
110-43-0,CCCCCC(=O)C,388.89,0.0002973805230029268
110-43-0,CCCCCC(=O)C,416.67,0.00024358161384299408
110-43-0,CCCCCC(=O)C,444.44,8.601013528229114e-06
110-43-0,CCCCCC(=O)C,472.22,9.118217708148546e-06
110-43-0,CCCCCC(=O)C,500.0,9.629618124621189e-06
110-54-3,CCCCCC,250.0,0.0005106295123657133
110-54-3,CCCCCC,277.78,0.00036774312015660116
110-54-3,CCCCCC,305.56,0.0002773088699358514
110-54-3,CCCCCC,333.33,0.00021531008513439823
110-54-3,CCCCCC,361.11,7.53978248733295e-06
110-54-3,CCCCCC,388.89,8.140279782447644e-06
110-54-3,CCCCCC,416.67,8.727261456565592e-06
110-54-3,CCCCCC,444.44,9.306986918654991e-06
110-54-3,CCCCCC,472.22,9.879281602418255e-06
110-54-3,CCCCCC,500.0,1.0444953669785266e-05
110-58-7,CCCCCN,250.0,0.0015404960594249553
110-58-7,CCCCCN,277.78,0.0009583293208574447
110-58-7,CCCCCN,305.56,0.0006313246529936347
110-58-7,CCCCCN,333.33,0.00043124167447895426
110-58-7,CCCCCN,361.11,0.0003035899307828098
110-58-7,CCCCCN,388.89,8.487264784035132e-06
110-58-7,CCCCCN,416.67,9.129644477832013e-06
110-58-7,CCCCCN,444.44,9.744078983797957e-06
110-58-7,CCCCCN,472.22,1.0335415961381298e-05
110-58-7,CCCCCN,500.0,1.0907450875879903e-05
110-59-8,CCCCC#N,250.0,0.0017646889531740607
110-59-8,CCCCC#N,277.78,0.0010816130705582738
110-59-8,CCCCC#N,305.56,0.0007253947585872893
110-59-8,CCCCC#N,333.33,0.0005204989226221055
110-59-8,CCCCC#N,361.11,0.0003932872485497391
110-59-8,CCCCC#N,388.89,0.0003093807441144619
110-59-8,CCCCC#N,416.67,8.230829085323996e-06
110-59-8,CCCCC#N,444.44,8.81875472354881e-06
110-59-8,CCCCC#N,472.22,9.384730354397036e-06
110-59-8,CCCCC#N,500.0,9.932362606852165e-06
110-62-3,CCCCC=O,250.0,0.0009539018330430443
110-62-3,CCCCC=O,277.78,0.0006442161639451225
110-62-3,CCCCC=O,305.56,0.0004672211123835762
110-62-3,CCCCC=O,333.33,0.0003574289854272179
110-62-3,CCCCC=O,361.11,0.0002848192891641166
110-62-3,CCCCC=O,388.89,8.599786934686143e-06
110-62-3,CCCCC=O,416.67,9.213649859037476e-06
110-62-3,CCCCC=O,444.44,9.818347144289958e-06
110-62-3,CCCCC=O,472.22,1.0414149090842032e-05
110-62-3,CCCCC=O,500.0,1.1001349803187115e-05
110-66-7,CCCCCS,250.0,0.0012036026676295634
110-66-7,CCCCCS,277.78,0.0007867278820032544
110-66-7,CCCCCS,305.56,0.0005561120753156401
110-66-7,CCCCCS,333.33,0.00041681057554560997
110-66-7,CCCCCS,361.11,0.00032673381494372844
110-66-7,CCCCCS,388.89,0.0002652131810088082
110-66-7,CCCCCS,416.67,9.87520569851194e-06
110-66-7,CCCCCS,444.44,1.0516944255390416e-05
110-66-7,CCCCCS,472.22,1.1157702258151302e-05
110-66-7,CCCCCS,500.0,1.179753882458916e-05
110-74-7,CCCOC=O,250.0,0.0009542176668207296
110-74-7,CCCOC=O,277.78,0.0006275157663250844
110-74-7,CCCOC=O,305.56,0.00044859365215647363
110-74-7,CCCOC=O,333.33,0.00033847731018081284
110-74-7,CCCOC=O,361.11,9.512551494855649e-06
110-74-7,CCCOC=O,388.89,1.0306177908303541e-05
110-74-7,CCCOC=O,416.67,1.109074671503739e-05
110-74-7,CCCOC=O,444.44,1.1865904105629607e-05
110-74-7,CCCOC=O,472.22,1.263145506053759e-05
110-74-7,CCCOC=O,500.0,1.3387322218854748e-05
110-82-7,C1CCCCC1,305.56,0.0007885824019686228
110-82-7,C1CCCCC1,333.33,0.0005293062776626905
110-82-7,C1CCCCC1,361.11,8.256944335160186e-06
110-82-7,C1CCCCC1,388.89,8.848970561418188e-06
110-82-7,C1CCCCC1,416.67,9.439235423446041e-06
110-82-7,C1CCCCC1,444.44,1.0027131252826976e-05
110-82-7,C1CCCCC1,472.22,1.0609585273118987e-05
110-82-7,C1CCCCC1,500.0,1.1186125302680757e-05
110-83-8,C1CCC=CC1,250.0,0.0012869732325048425
110-83-8,C1CCC=CC1,277.78,0.0008167714016263298
110-83-8,C1CCC=CC1,305.56,0.0005633261959699416
110-83-8,C1CCC=CC1,333.33,0.000413437457499036
110-83-8,C1CCC=CC1,361.11,8.636691509407685e-06
110-83-8,C1CCC=CC1,388.89,9.298673566225063e-06
110-83-8,C1CCC=CC1,416.67,9.94826703273102e-06
110-83-8,C1CCC=CC1,444.44,1.0585545800037923e-05
110-83-8,C1CCC=CC1,472.22,1.1210678354679147e-05
110-83-8,C1CCC=CC1,500.0,1.182389857561796e-05
110-86-1,C1=CC=NC=C1,250.0,0.0023352835567896435
110-86-1,C1=CC=NC=C1,277.78,0.0012543085189840636
110-86-1,C1=CC=NC=C1,305.56,0.0007949638314412968
110-86-1,C1=CC=NC=C1,333.33,0.0005670975282642886
110-86-1,C1=CC=NC=C1,361.11,0.0004416402303119439
110-86-1,C1=CC=NC=C1,388.89,9.7050987654321e-06
110-86-1,C1=CC=NC=C1,416.67,1.042501388888889e-05
110-86-1,C1=CC=NC=C1,444.44,1.1141802469135804e-05
110-86-1,C1=CC=NC=C1,472.22,1.185546450617284e-05
110-86-1,C1=CC=NC=C1,500.0,1.2566000000000001e-05
110-89-4,C1CCNCC1,277.78,0.00198763138681994
110-89-4,C1CCNCC1,305.56,0.0012211793323860516
110-89-4,C1CCNCC1,333.33,0.0008000768218921887
110-89-4,C1CCNCC1,361.11,0.0005511028535102078
110-89-4,C1CCNCC1,388.89,9.16090925925926e-06
110-89-4,C1CCNCC1,416.67,9.866920833333335e-06
110-89-4,C1CCNCC1,444.44,1.0565714814814817e-05
110-89-4,C1CCNCC1,472.22,1.1257291203703706e-05
110-89-4,C1CCNCC1,500.0,1.194165e-05
110-96-3,CC(C)CNCC(C)C,250.0,0.0018343233041718582
110-96-3,CC(C)CNCC(C)C,277.78,0.0010222899091182403
110-96-3,CC(C)CNCC(C)C,305.56,0.0006480599641286413
110-96-3,CC(C)CNCC(C)C,333.33,0.0004524815282267776
110-96-3,CC(C)CNCC(C)C,361.11,0.0003384081139233282
110-96-3,CC(C)CNCC(C)C,388.89,0.00026619797631270904
110-96-3,CC(C)CNCC(C)C,416.67,9.29206557299084e-06
110-96-3,CC(C)CNCC(C)C,444.44,9.951374605880946e-06
110-96-3,CC(C)CNCC(C)C,472.22,1.0580187426490445e-05
110-96-3,CC(C)CNCC(C)C,500.0,1.1183400383336392e-05
111-13-7,CCCCCCC(=O)C,277.78,0.0013097397004909472
111-13-7,CCCCCCC(=O)C,305.56,0.0008243046732212239
111-13-7,CCCCCCC(=O)C,333.33,0.0005604235163730662
111-13-7,CCCCCCC(=O)C,361.11,0.00040431820493642035
111-13-7,CCCCCCC(=O)C,388.89,0.0003055966083517226
111-13-7,CCCCCCC(=O)C,416.67,0.0002396938500829311
111-13-7,CCCCCCC(=O)C,444.44,0.00019364837099480344
111-13-7,CCCCCCC(=O)C,472.22,8.69504746566151e-06
111-13-7,CCCCCCC(=O)C,500.0,9.185689155391798e-06
111-14-8,CCCCCCC(=O)O,277.78,0.006485698664381628
111-14-8,CCCCCCC(=O)O,305.56,0.0032505638118136585
111-14-8,CCCCCCC(=O)O,333.33,0.001886868997580842
111-14-8,CCCCCCC(=O)O,361.11,0.0012232871935833082
111-14-8,CCCCCCC(=O)O,388.89,0.0008633759693373397
111-14-8,CCCCCCC(=O)O,416.67,0.0006511880656200663
111-14-8,CCCCCCC(=O)O,444.44,0.0005176902107925365
111-14-8,CCCCCCC(=O)O,472.22,0.0004292599220894826
111-14-8,CCCCCCC(=O)O,500.0,9.64363449750106e-06
111-26-2,CCCCCCN,277.78,0.0012515943911109314
111-26-2,CCCCCCN,305.56,0.0008093892576949529
111-26-2,CCCCCCN,333.33,0.0005436541148413079
111-26-2,CCCCCCN,361.11,0.0003769407009730772
111-26-2,CCCCCCN,388.89,0.0002687653673865761
111-26-2,CCCCCCN,416.67,8.73858399004721e-06
111-26-2,CCCCCCN,444.44,9.356153602785964e-06
111-26-2,CCCCCCN,472.22,9.948341350740875e-06
111-26-2,CCCCCCN,500.0,1.0519286907710674e-05
111-27-3,CCCCCCO,250.0,0.028247394365911935
111-27-3,CCCCCCO,277.78,0.008968600424037488
111-27-3,CCCCCCO,305.56,0.003627717072277093
111-27-3,CCCCCCO,333.33,0.001754423970121756
111-27-3,CCCCCCO,361.11,0.0009710804392923169
111-27-3,CCCCCCO,388.89,0.0005962524626700837
111-27-3,CCCCCCO,416.67,0.00039676307062240973
111-27-3,CCCCCCO,444.44,9.236911346711437e-06
111-27-3,CCCCCCO,472.22,9.803335022821452e-06
111-27-3,CCCCCCO,500.0,1.0362483367187678e-05
111-31-9,CCCCCCS,250.0,0.0015180837694457943
111-31-9,CCCCCCS,277.78,0.0009519833180692258
111-31-9,CCCCCCS,305.56,0.000648881216655664
111-31-9,CCCCCCS,333.33,0.00047086778767448014
111-31-9,CCCCCCS,361.11,0.00035856453923383826
111-31-9,CCCCCCS,388.89,0.000283560901158938
111-31-9,CCCCCCS,416.67,0.00023106069423687022
111-31-9,CCCCCCS,444.44,1.0072992195148557e-05
111-31-9,CCCCCCS,472.22,1.0697393911447832e-05
111-31-9,CCCCCCS,500.0,1.1318623824693781e-05
111-42-2,C(CO)NCCO,305.56,0.4289239735354853
111-42-2,C(CO)NCCO,333.33,0.04411714703906222
111-42-2,C(CO)NCCO,361.11,0.016179296535607627
111-42-2,C(CO)NCCO,388.89,0.007809223877302082
111-42-2,C(CO)NCCO,416.67,0.004335068738931716
111-42-2,C(CO)NCCO,444.44,0.002654051808364364
111-42-2,C(CO)NCCO,472.22,0.0017409922219034219
111-42-2,C(CO)NCCO,500.0,0.0012030951650347044
111-43-3,CCCOCCC,250.0,0.000766330311803888
111-43-3,CCCOCCC,277.78,0.0005110857318770869
111-43-3,CCCOCCC,305.56,0.00036543175886632605
111-43-3,CCCOCCC,333.33,0.00027509085816351765
111-43-3,CCCOCCC,361.11,0.00021515173190774157
111-43-3,CCCOCCC,388.89,8.498564197530865e-06
111-43-3,CCCOCCC,416.67,9.046311111111112e-06
111-43-3,CCCOCCC,444.44,9.590582716049383e-06
111-43-3,CCCOCCC,472.22,1.013137901234568e-05
111-43-3,CCCOCCC,500.0,1.0668700000000002e-05
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,250.0,0.0020682909834975954
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,277.78,0.0014222256203961408
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,305.56,0.0010469068578117982
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,333.33,0.0008110203268924769
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,361.11,0.000653462016659078
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,388.89,0.0005430233031288254
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,416.67,0.0004625379108439254
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,444.44,0.0004019751034457874
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,472.22,0.00035517271505052834
111-59-1,CCCCCCCCC=CCCCCCCCC(=O)OCCC,500.0,0.0003181824648200402
111-61-5,CCCCCCCCCCCCCCCCCC(=O)OCC,333.33,0.0032729658818624737
111-61-5,CCCCCCCCCCCCCCCCCC(=O)OCC,361.11,0.0020300151552321605
111-61-5,CCCCCCCCCCCCCCCCCC(=O)OCC,388.89,0.0013817967038775585
111-61-5,CCCCCCCCCCCCCCCCCC(=O)OCC,416.67,0.0009914423817987345
111-61-5,CCCCCCCCCCCCCCCCCC(=O)OCC,444.44,0.0007415561038682036
111-61-5,CCCCCCCCCCCCCCCCCC(=O)OCC,472.22,0.0005739821112745606
111-61-5,CCCCCCCCCCCCCCCCCC(=O)OCC,500.0,0.00045715215880727896
111-65-9,CCCCCCCC,250.0,0.0010497249974745332
111-65-9,CCCCCCCC,277.78,0.0006683839082116191
111-65-9,CCCCCCCC,305.56,0.00046874747191519186
111-65-9,CCCCCCCC,333.33,0.00034993473063416817
111-65-9,CCCCCCCC,361.11,0.00027197639605997757
111-65-9,CCCCCCCC,388.89,0.0002167128761046641
111-65-9,CCCCCCCC,416.67,7.870569827782625e-06
111-65-9,CCCCCCCC,444.44,8.401659637837125e-06
111-65-9,CCCCCCCC,472.22,8.923470012301624e-06
111-65-9,CCCCCCCC,500.0,9.443463881364821e-06
111-66-0,CCCCCCC=C,250.0,0.0009501818487646947
111-66-0,CCCCCCC=C,277.78,0.0006225192834274565
111-66-0,CCCCCCC=C,305.56,0.000440443287059569
111-66-0,CCCCCCC=C,333.33,0.00033009380499515734
111-66-0,CCCCCCC=C,361.11,0.0002585441059362214
111-66-0,CCCCCCC=C,388.89,0.00020953767419362585
111-66-0,CCCCCCC=C,416.67,8.327707512400686e-06
111-66-0,CCCCCCC=C,444.44,8.866247579937437e-06
111-66-0,CCCCCCC=C,472.22,9.400327374274587e-06
111-66-0,CCCCCCC=C,500.0,9.929881783911015e-06
111-67-1,CCCCCC=CC,250.0,0.000902733087855411
111-67-1,CCCCCC=CC,277.78,0.000609470589923849
111-67-1,CCCCCC=CC,305.56,0.00044082063510553324
111-67-1,CCCCCC=CC,333.33,0.0003323856381951155
111-67-1,CCCCCC=CC,361.11,0.00025893890129072175
111-67-1,CCCCCC=CC,388.89,0.00020728612519128523
111-67-1,CCCCCC=CC,416.67,8.178538453693307e-06
111-67-1,CCCCCC=CC,444.44,8.750214085257242e-06
111-67-1,CCCCCC=CC,472.22,9.298974222353246e-06
111-67-1,CCCCCC=CC,500.0,9.828516997577227e-06
111-68-2,CCCCCCCN,277.78,0.0019411827593054842
111-68-2,CCCCCCCN,305.56,0.001155317207237308
111-68-2,CCCCCCCN,333.33,0.000741573591860996
111-68-2,CCCCCCCN,361.11,0.0005054868596724024
111-68-2,CCCCCCCN,388.89,0.00036168992777927994
111-68-2,CCCCCCCN,416.67,0.0002694255670216335
111-68-2,CCCCCCCN,444.44,8.620896576537553e-06
111-68-2,CCCCCCCN,472.22,9.177647086771268e-06
111-68-2,CCCCCCCN,500.0,9.714159155002693e-06
111-70-6,CCCCCCCO,250.0,0.04709478308493393
111-70-6,CCCCCCCO,277.78,0.012537598600449715
111-70-6,CCCCCCCO,305.56,0.00455090810023547
111-70-6,CCCCCCCO,333.33,0.0020712805578409384
111-70-6,CCCCCCCO,361.11,0.001115954291601672
111-70-6,CCCCCCCO,388.89,0.000682993590791216
111-70-6,CCCCCCCO,416.67,0.0004603298559170077
111-70-6,CCCCCCCO,444.44,0.0003332226182613555
111-70-6,CCCCCCCO,472.22,9.232497963065407e-06
111-70-6,CCCCCCCO,500.0,9.769254927886881e-06
111-71-7,CCCCCCC=O,250.0,0.0017244080585116334
111-71-7,CCCCCCC=O,277.78,0.0011233873692924636
111-71-7,CCCCCCC=O,305.56,0.0007909343777195136
111-71-7,CCCCCCC=O,333.33,0.0005902646707254751
111-71-7,CCCCCCC=O,361.11,0.00046067530096727916
111-71-7,CCCCCCC=O,388.89,0.0003723580669820558
111-71-7,CCCCCCC=O,416.67,0.00030942563717918507
111-71-7,CCCCCCC=O,444.44,8.719628193584747e-06
111-71-7,CCCCCCC=O,472.22,9.243761238004984e-06
111-71-7,CCCCCCC=O,500.0,9.762179206685853e-06
111-84-2,CCCCCCCCC,250.0,0.0014833811239855102
111-84-2,CCCCCCCCC,277.78,0.0008731531630382273
111-84-2,CCCCCCCCC,305.56,0.0005966389815018245
111-84-2,CCCCCCCCC,333.33,0.0004414032705102228
111-84-2,CCCCCCCCC,361.11,0.00034200982703367646
111-84-2,CCCCCCCCC,388.89,0.0002723988187378769
111-84-2,CCCCCCCCC,416.67,0.00022035620729936154
111-84-2,CCCCCCCCC,444.44,7.941933404922828e-06
111-84-2,CCCCCCCCC,472.22,8.445700318757995e-06
111-84-2,CCCCCCCCC,500.0,8.942946677767019e-06
111-86-4,CCCCCCCCN,277.78,0.0023313712954971437
111-86-4,CCCCCCCCN,305.56,0.0012963968202516886
111-86-4,CCCCCCCCN,333.33,0.0008113497279072754
111-86-4,CCCCCCCCN,361.11,0.0005513792854297172
111-86-4,CCCCCCCCN,388.89,0.00039607259201350064
111-86-4,CCCCCCCCN,416.67,0.00029726649501031347
111-86-4,CCCCCCCCN,444.44,0.00023110239995940775
111-86-4,CCCCCCCCN,472.22,8.636174983770471e-06
111-86-4,CCCCCCCCN,500.0,9.160343575759149e-06
111-87-5,CCCCCCCCO,277.78,0.01753136237144012
111-87-5,CCCCCCCCO,305.56,0.005629960091696835
111-87-5,CCCCCCCCO,333.33,0.002548386368946166
111-87-5,CCCCCCCCO,361.11,0.001380030142923318
111-87-5,CCCCCCCCO,388.89,0.0008360466462545349
111-87-5,CCCCCCCCO,416.67,0.0005481842332813718
111-87-5,CCCCCCCCO,444.44,0.00038157560624758836
111-87-5,CCCCCCCCO,472.22,8.748257653962278e-06
111-87-5,CCCCCCCCO,500.0,9.258969326333198e-06
111-88-6,CCCCCCCCS,250.0,0.002574221494998978
111-88-6,CCCCCCCCS,277.78,0.0014954301749168775
111-88-6,CCCCCCCCS,305.56,0.0009590564094788754
111-88-6,CCCCCCCCS,333.33,0.0006624248080572808
111-88-6,CCCCCCCCS,361.11,0.0004843973825599217
111-88-6,CCCCCCCCS,388.89,0.0003704345411068122
111-88-6,CCCCCCCCS,416.67,0.0002935821105038311
111-88-6,CCCCCCCCS,444.44,0.00023946769533401236
111-88-6,CCCCCCCCS,472.22,0.00019990881903604718
111-88-6,CCCCCCCCS,500.0,1.0431540114326339e-05
111-92-2,CCCCNCCCC,250.0,0.002679304137275268
111-92-2,CCCCNCCCC,277.78,0.0013649167843760364
111-92-2,CCCCNCCCC,305.56,0.0008105819218319519
111-92-2,CCCCNCCCC,333.33,0.0005398516235817349
111-92-2,CCCCNCCCC,361.11,0.00038969700675104774
111-92-2,CCCCNCCCC,388.89,0.00029829792101290645
111-92-2,CCCCNCCCC,416.67,0.00023856208205197632
111-92-2,CCCCNCCCC,444.44,9.413097459127929e-06
111-92-2,CCCCNCCCC,472.22,1.0024857133583688e-05
111-92-2,CCCCNCCCC,500.0,1.0611847437865064e-05
1111-74-6,C[SiH2]C,250.0,0.00017875148839005076
1111-74-6,C[SiH2]C,277.78,7.840905919056577e-06
1111-74-6,C[SiH2]C,305.56,8.550097820157628e-06
1111-74-6,C[SiH2]C,333.33,9.253405905180748e-06
1111-74-6,C[SiH2]C,361.11,9.951364617090882e-06
1111-74-6,C[SiH2]C,388.89,1.0644422444468829e-05
1111-74-6,C[SiH2]C,416.67,1.1332960911431548e-05
1111-74-6,C[SiH2]C,444.44,1.2017308381701584e-05
1111-74-6,C[SiH2]C,472.22,1.2697750329884893e-05
1111-74-6,C[SiH2]C,500.0,1.3374537139407627e-05
112-05-0,CCCCCCCCC(=O)O,305.56,0.005767779563895503
112-05-0,CCCCCCCCC(=O)O,333.33,0.0029927178445364106
112-05-0,CCCCCCCCC(=O)O,361.11,0.0017771624521061658
112-05-0,CCCCCCCCC(=O)O,388.89,0.0011705303071510849
112-05-0,CCCCCCCCC(=O)O,416.67,0.0008359707472234375
112-05-0,CCCCCCCCC(=O)O,444.44,0.0006366023651105636
112-05-0,CCCCCCCCC(=O)O,472.22,0.0005103848524853825
