CAS,SMILES,T_K,surface_tension_Nm
109-74-0,CCCC#N,333.33,0.022740502122893285
109-74-0,CCCC#N,361.11,0.019787217686580157
109-74-0,CCCC#N,388.89,0.0169032907334211
109-74-0,CCCC#N,416.67,0.014096590191675288
109-74-0,CCCC#N,444.44,0.011377321340064995
109-74-0,CCCC#N,472.22,0.008759318943267537
109-74-0,CCCC#N,500.0,0.0062625730634272205
109-75-1,C=CCC#N,250.0,0.03400629928357018
109-75-1,C=CCC#N,277.78,0.030928108690857468
109-75-1,C=CCC#N,305.56,0.02787659181923977
109-75-1,C=CCC#N,333.33,0.024854141479628295
109-75-1,C=CCC#N,361.11,0.021863653397515115
109-75-1,C=CCC#N,388.89,0.018908707523420658
109-75-1,C=CCC#N,416.67,0.015993852393902597
109-75-1,C=CCC#N,444.44,0.013125070900963052
109-75-1,C=CCC#N,472.22,0.010310614085223335
109-75-1,C=CCC#N,500.0,0.007562656631167295
109-79-5,CCCCS,250.0,0.030874702292471894
109-79-5,CCCCS,277.78,0.027594154657864894
109-79-5,CCCCS,305.56,0.02438126936659339
109-79-5,CCCCS,333.33,0.02118296185843667
109-79-5,CCCCS,361.11,0.018037498047947517
109-79-5,CCCCS,388.89,0.015010283743832054
109-79-5,CCCCS,416.67,0.012114091857464532
109-79-5,CCCCS,444.44,0.009365566401238484
109-79-5,CCCCS,472.22,0.006787592426759841
109-79-5,CCCCS,500.0,0.00441411478532613
109-86-4,COCCO,250.0,0.03676037119553135
109-86-4,COCCO,277.78,0.033487986602702836
109-86-4,COCCO,305.56,0.030249408911670803
109-86-4,COCCO,333.33,0.02704746189015266
109-86-4,COCCO,361.11,0.023885526790706546
109-86-4,COCCO,388.89,0.020767730730975154
109-86-4,COCCO,416.67,0.017699235005129946
109-86-4,COCCO,444.44,0.014686692454729863
109-86-4,COCCO,472.22,0.011739033447195181
109-86-4,COCCO,500.0,0.008868938852070653
109-87-5,COCOC,250.0,0.026932672399209347
109-87-5,COCOC,277.78,0.023202986122988982
109-87-5,COCOC,305.56,0.01955994051692631
109-87-5,COCOC,333.33,0.01601932135595723
109-87-5,COCOC,361.11,0.012620288531237677
109-87-5,COCOC,388.89,0.009385891028562526
109-87-5,COCOC,416.67,0.006350272662419527
109-87-5,COCOC,444.44,0.0035704652085812197
109-87-5,COCOC,472.22,0.0011680885548622545
109-89-7,CCNCC,250.0,0.02483702216187222
109-89-7,CCNCC,277.78,0.021847149754187035
109-89-7,CCNCC,305.56,0.018889965152243386
109-89-7,CCNCC,333.33,0.015969736060132033
109-89-7,CCNCC,361.11,0.013092100351876898
109-89-7,CCNCC,388.89,0.010264875499521632
109-89-7,CCNCC,416.67,0.007499685678866599
109-89-7,CCNCC,444.44,0.004815828557052485
109-89-7,CCNCC,472.22,0.0022526689799159936
109-94-4,CCOC=O,250.0,0.029627946054237037
109-94-4,CCOC=O,277.78,0.025884800713811044
109-94-4,CCOC=O,305.56,0.022216499326140927
109-94-4,CCOC=O,333.33,0.018587639525665747
109-94-4,CCOC=O,361.11,0.015074079181514884
109-94-4,CCOC=O,388.89,0.01169940163867672
109-94-4,CCOC=O,416.67,0.008488809552336454
109-94-4,CCOC=O,444.44,0.005481228855322287
109-94-4,CCOC=O,472.22,0.0027466964444553535
109-94-4,CCOC=O,500.0,0.00046747533745324283
109-97-7,C1=CNC=C1,250.0,0.042277972595031424
109-97-7,C1=CNC=C1,277.78,0.03924230137899703
109-97-7,C1=CNC=C1,305.56,0.03620859139146678
109-97-7,C1=CNC=C1,333.33,0.03317700447051302
109-97-7,C1=CNC=C1,361.11,0.030147731711208704
109-97-7,C1=CNC=C1,388.89,0.027121002328410967
109-97-7,C1=CNC=C1,416.67,0.024097096258575933
109-97-7,C1=CNC=C1,444.44,0.021076363231231323
109-97-7,C1=CNC=C1,472.22,0.0180592527496448
109-97-7,C1=CNC=C1,500.0,0.01504636423049214
110-00-9,C1=COC=C1,250.0,0.027734151514768234
110-00-9,C1=COC=C1,277.78,0.025481307964355628
110-00-9,C1=COC=C1,305.56,0.023151624476310452
110-00-9,C1=COC=C1,333.33,0.020741928461908723
110-00-9,C1=COC=C1,361.11,0.018188184208878046
110-00-9,C1=COC=C1,388.89,0.015447179141032922
110-00-9,C1=COC=C1,416.67,0.012445956106553004
110-00-9,C1=COC=C1,444.44,0.009039194485549925
110-00-9,C1=COC=C1,472.22,0.004815361753466296
110-01-0,C1CCSC1,250.0,0.04176838956873373
110-01-0,C1CCSC1,277.78,0.037915346121604805
110-01-0,C1CCSC1,305.56,0.034146638936331325
110-01-0,C1CCSC1,333.33,0.030467371240189316
110-01-0,C1CCSC1,361.11,0.026883454823298358
110-01-0,C1CCSC1,388.89,0.02340183182167154
110-01-0,C1CCSC1,416.67,0.02003079597897243
110-01-0,C1CCSC1,444.44,0.016780458557584803
110-01-0,C1CCSC1,472.22,0.013663476001039518
110-01-0,C1CCSC1,500.0,0.010696244214439753
110-02-1,C1=CSC=C1,250.0,0.04012410804773417
110-02-1,C1=CSC=C1,277.78,0.03518450946935896
110-02-1,C1=CSC=C1,305.56,0.030464420753685714
110-02-1,C1=CSC=C1,333.33,0.025974842679709103
110-02-1,C1=CSC=C1,361.11,0.02172859911227888
110-02-1,C1=CSC=C1,388.89,0.017740912867527735
110-02-1,C1=CSC=C1,416.67,0.014030250036953663
110-02-1,C1=CSC=C1,444.44,0.010619673396062299
110-02-1,C1=CSC=C1,472.22,0.007539142367993969
110-02-1,C1=CSC=C1,500.0,0.004829851128589275
110-19-0,CC(C)COC(=O)C,250.0,0.028198217077263173
110-19-0,CC(C)COC(=O)C,277.78,0.02523707222480082
110-19-0,CC(C)COC(=O)C,305.56,0.022329476103266774
110-19-0,CC(C)COC(=O)C,333.33,0.019480139962548403
110-19-0,CC(C)COC(=O)C,361.11,0.01669481334732899
110-19-0,CC(C)COC(=O)C,388.89,0.013980688392409985
110-19-0,CC(C)COC(=O)C,416.67,0.011347058177768335
110-19-0,CC(C)COC(=O)C,444.44,0.008806454224058008
110-19-0,CC(C)COC(=O)C,472.22,0.0063768386051345355
110-19-0,CC(C)COC(=O)C,500.0,0.004086488362827689
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,250.0,0.03706377629382072
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,277.78,0.03426079215171845
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,305.56,0.03153585470648765
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,333.33,0.028890931693758014
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,361.11,0.02632815757102641
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,388.89,0.023849856952563805
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,416.67,0.02145857777582914
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,444.44,0.019157128360634924
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,472.22,0.016948625326560354
110-40-7,CCOC(=O)CCCCCCCCC(=O)OCC,500.0,0.014836555888064354
110-42-9,CCCCCCCCCC(=O)OC,250.0,0.032387838890282225
110-42-9,CCCCCCCCCC(=O)OC,277.78,0.029798221577898156
110-42-9,CCCCCCCCCC(=O)OC,305.56,0.027253007252603097
110-42-9,CCCCCCCCCC(=O)OC,333.33,0.02475463849033635
110-42-9,CCCCCCCCCC(=O)OC,361.11,0.02230589714932989
110-42-9,CCCCCCCCCC(=O)OC,388.89,0.01990998359831354
110-42-9,CCCCCCCCCC(=O)OC,416.67,0.01757062795667905
110-42-9,CCCCCCCCCC(=O)OC,444.44,0.01529223968457732
110-42-9,CCCCCCCCCC(=O)OC,472.22,0.013080126449831248
110-42-9,CCCCCCCCCC(=O)OC,500.0,0.010940820673246338
110-43-0,CCCCCC(=O)C,250.0,0.030961341677867946
110-43-0,CCCCCC(=O)C,277.78,0.028117445245916594
110-43-0,CCCCCC(=O)C,305.56,0.025321663347202077
110-43-0,CCCCCC(=O)C,333.33,0.022577448042465066
110-43-0,CCCCCC(=O)C,361.11,0.019888867652684085
110-43-0,CCCCCC(=O)C,388.89,0.01726079545030059
110-43-0,CCCCCC(=O)C,416.67,0.014699192487887555
110-43-0,CCCCCC(=O)C,444.44,0.012211537273000067
110-43-0,CCCCCC(=O)C,472.22,0.00980753188899644
110-43-0,CCCCCC(=O)C,500.0,0.007500344731115513
110-52-1,C(CCBr)CBr,250.0,0.046046957240109224
110-52-1,C(CCBr)CBr,277.78,0.042699192206020455
110-52-1,C(CCBr)CBr,305.56,0.039387438095423735
110-52-1,C(CCBr)CBr,333.33,0.03608195741257735
110-52-1,C(CCBr)CBr,361.11,0.03277682281323307
110-52-1,C(CCBr)CBr,388.89,0.029509108351719673
110-52-1,C(CCBr)CBr,416.67,0.026306835040131468
110-52-1,C(CCBr)CBr,444.44,0.023174939433003597
110-52-1,C(CCBr)CBr,472.22,0.020119305733925837
110-52-1,C(CCBr)CBr,500.0,0.017147085639334477
110-53-2,CCCCCBr,250.0,0.031805124321215884
110-53-2,CCCCCBr,277.78,0.02888320019776285
110-53-2,CCCCCBr,305.56,0.02597347941804446
110-53-2,CCCCCBr,333.33,0.023077465481208446
110-53-2,CCCCCBr,361.11,0.02019678154517609
110-53-2,CCCCCBr,388.89,0.017333126731326465
110-53-2,CCCCCBr,416.67,0.0144887865260669
110-53-2,CCCCCBr,444.44,0.011667253232855654
110-53-2,CCCCCBr,472.22,0.008873625741210001
110-53-2,CCCCCBr,500.0,0.0061160931913753986
110-54-3,CCCCCC,250.0,0.02302710772127934
110-54-3,CCCCCC,277.78,0.020031545279634015
110-54-3,CCCCCC,305.56,0.017109942549953135
110-54-3,CCCCCC,333.33,0.014271132952447153
110-54-3,CCCCCC,361.11,0.011526581402984072
110-54-3,CCCCCC,388.89,0.008891823872466603
110-54-3,CCCCCC,416.67,0.006389231811598912
110-54-3,CCCCCC,444.44,0.0040541495703904544
110-54-3,CCCCCC,472.22,0.001952260859645491
110-54-3,CCCCCC,500.0,0.000265870139642973
110-56-5,C(CCCl)CCl,250.0,0.03983812504225841
110-56-5,C(CCCl)CCl,277.78,0.03672982515087275
110-56-5,C(CCCl)CCl,305.56,0.033649282306844164
110-56-5,C(CCCl)CCl,333.33,0.03059848220984131
110-56-5,C(CCCl)CCl,361.11,0.027579741261960194
110-56-5,C(CCCl)CCl,388.89,0.02459579861253295
110-56-5,C(CCCl)CCl,416.67,0.021649948771116034
110-56-5,C(CCCl)CCl,444.44,0.018746233675059506
110-56-5,C(CCCl)CCl,472.22,0.015889739830737572
110-56-5,C(CCCl)CCl,500.0,0.013087079793861896
110-61-2,C(CC#N)C#N,250.0,0.05577691010235445
110-61-2,C(CC#N)C#N,277.78,0.0527732329042379
110-61-2,C(CC#N)C#N,305.56,0.049770968263115736
110-61-2,C(CC#N)C#N,333.33,0.0467702
110-61-2,C(CC#N)C#N,361.11,0.04377020000000001
110-61-2,C(CC#N)C#N,388.89,0.040771004019345566
110-61-2,C(CC#N)C#N,416.67,0.037773760811221184
110-61-2,C(CC#N)C#N,444.44,0.034778628085971694
110-61-2,C(CC#N)C#N,472.22,0.03178578465656991
110-61-2,C(CC#N)C#N,500.0,0.02879544266722708
110-62-3,CCCCC=O,250.0,0.028817541336629185
110-62-3,CCCCC=O,277.78,0.026242737758728343
110-62-3,CCCCC=O,305.56,0.02367248611111111
110-62-3,CCCCC=O,333.33,0.021104737759736765
110-62-3,CCCCC=O,361.11,0.01854355767245392
110-62-3,CCCCC=O,388.89,0.015990078237382927
110-62-3,CCCCC=O,416.67,0.013445480642968728
110-62-3,CCCCC=O,444.44,0.010911383313249519
110-62-3,CCCCC=O,472.22,0.008390144404906702
110-62-3,CCCCC=O,500.0,0.005885534125407746
110-74-7,CCCOC=O,250.0,0.028969753398038412
110-74-7,CCCOC=O,277.78,0.025985464053345887
110-74-7,CCCOC=O,305.56,0.023024027231986686
110-74-7,CCCOC=O,333.33,0.02008797824081735
110-74-7,CCCOC=O,361.11,0.017180517818942143
110-74-7,CCCOC=O,388.89,0.01430582166261545
110-74-7,CCCOC=O,416.67,0.011469577682486248
110-74-7,CCCOC=O,444.44,0.00868002050165651
110-74-7,CCCOC=O,472.22,0.0059502231835222635
110-74-7,CCCOC=O,500.0,0.0033045225179208246
110-80-5,CCOCCO,250.0,0.032358568697118624
110-80-5,CCOCCO,277.78,0.02997671687855122
110-80-5,CCOCCO,305.56,0.027558494039532474
110-80-5,CCOCCO,333.33,0.025099413232852006
110-80-5,CCOCCO,361.11,0.022593830772391323
110-80-5,CCOCCO,388.89,0.020034450620791663
110-80-5,CCOCCO,416.67,0.017411499300447712
110-80-5,CCOCCO,444.44,0.014711261389878801
110-80-5,CCOCCO,472.22,0.011913193413388336
110-80-5,CCOCCO,500.0,0.00898336968825057
110-82-7,C1CCCCC1,250.0,0.030366900157562923
110-82-7,C1CCCCC1,277.78,0.026900978430840033
110-82-7,C1CCCCC1,305.56,0.023525783368931786
110-82-7,C1CCCCC1,333.33,0.020248722946357694
110-82-7,C1CCCCC1,361.11,0.01707881307327224
110-82-7,C1CCCCC1,388.89,0.014027308495031195
110-82-7,C1CCCCC1,416.67,0.011108730329215274
110-82-7,C1CCCCC1,444.44,0.008342673186219068
110-82-7,C1CCCCC1,472.22,0.005757344116679025
110-82-7,C1CCCCC1,500.0,0.0033977268248920607
110-83-8,C1CCC=CC1,250.0,0.031997436094188675
110-83-8,C1CCC=CC1,277.78,0.028505487436704616
110-83-8,C1CCC=CC1,305.56,0.025092582479411183
110-83-8,C1CCC=CC1,333.33,0.02176527404266062
110-83-8,C1CCC=CC1,361.11,0.018531520968548685
110-83-8,C1CCC=CC1,388.89,0.015401229157254207
110-83-8,C1CCC=CC1,416.67,0.012387121067571819
110-83-8,C1CCC=CC1,444.44,0.009506238022445587
110-83-8,C1CCC=CC1,472.22,0.006782814033734832
110-83-8,C1CCC=CC1,500.0,0.004254638290971908
110-86-1,C1=CC=NC=C1,250.0,0.04316034034436007
110-86-1,C1=CC=NC=C1,277.78,0.03920548274408026
110-86-1,C1=CC=NC=C1,305.56,0.035324298954682344
110-86-1,C1=CC=NC=C1,333.33,0.03152175311344458
110-86-1,C1=CC=NC=C1,361.11,0.02780365361343291
110-86-1,C1=CC=NC=C1,388.89,0.024176903010593945
110-86-1,C1=CC=NC=C1,416.67,0.020649860613739978
110-86-1,C1=CC=NC=C1,444.44,0.01723289248007273
110-86-1,C1=CC=NC=C1,472.22,0.013939244031960096
110-86-1,C1=CC=NC=C1,500.0,0.010786537429106562
110-89-4,C1CCNCC1,250.0,0.033326035240096794
110-89-4,C1CCNCC1,277.78,0.030911683394640455
110-89-4,C1CCNCC1,305.56,0.02811729793392037
110-89-4,C1CCNCC1,333.33,0.024867747570861964
110-89-4,C1CCNCC1,361.11,0.021314725856299566
110-89-4,C1CCNCC1,388.89,0.017610757316266046
110-89-4,C1CCNCC1,416.67,0.013927189829086119
110-89-4,C1CCNCC1,444.44,0.010546361614486317
110-89-4,C1CCNCC1,472.22,0.0075418029520717515
110-89-4,C1CCNCC1,500.0,0.004943250397260344
110-96-3,CC(C)CNCC(C)C,250.0,0.02615161485104608
110-96-3,CC(C)CNCC(C)C,277.78,0.023578801950598725
110-96-3,CC(C)CNCC(C)C,305.56,0.021041811354221708
110-96-3,CC(C)CNCC(C)C,333.33,0.01850806993571973
110-96-3,CC(C)CNCC(C)C,361.11,0.01597441683189926
110-96-3,CC(C)CNCC(C)C,388.89,0.013488902704769412
110-96-3,CC(C)CNCC(C)C,416.67,0.011098231020022265
110-96-3,CC(C)CNCC(C)C,444.44,0.008813659852217992
110-96-3,CC(C)CNCC(C)C,472.22,0.006650269225893047
110-96-3,CC(C)CNCC(C)C,500.0,0.0046295406344628335
111-11-5,CCCCCCCC(=O)OC,250.0,0.03192643245641257
111-11-5,CCCCCCCC(=O)OC,277.78,0.02910380803098628
111-11-5,CCCCCCCC(=O)OC,305.56,0.02633762897252045
111-11-5,CCCCCCCC(=O)OC,333.33,0.02363126598433012
111-11-5,CCCCCCCC(=O)OC,361.11,0.0209886078937853
111-11-5,CCCCCCCC(=O)OC,388.89,0.018414199119806886
111-11-5,CCCCCCCC(=O)OC,416.67,0.015913436325861965
111-11-5,CCCCCCCC(=O)OC,444.44,0.013492847868605912
111-11-5,CCCCCCCC(=O)OC,472.22,0.011160522762356568
111-11-5,CCCCCCCC(=O)OC,500.0,0.008926796333137067
111-14-8,CCCCCCC(=O)O,250.0,0.03199489538087299
111-14-8,CCCCCCC(=O)O,277.78,0.02956148735472334
111-14-8,CCCCCCC(=O)O,305.56,0.027158118975251878
111-14-8,CCCCCCC(=O)O,333.33,0.024786621306092663
111-14-8,CCCCCCC(=O)O,361.11,0.022449092504348993
111-14-8,CCCCCCC(=O)O,388.89,0.020147964747423808
111-14-8,CCCCCCC(=O)O,416.67,0.01788609395560886
111-14-8,CCCCCCC(=O)O,444.44,0.01566688637507436
111-14-8,CCCCCCC(=O)O,472.22,0.013494483036612331
111-14-8,CCCCCCC(=O)O,500.0,0.011374039205144487
111-25-1,CCCCCCBr,250.0,0.032555976223130424
111-25-1,CCCCCCBr,277.78,0.0296521036169852
111-25-1,CCCCCCBr,305.56,0.026792953940926272
111-25-1,CCCCCCBr,333.33,0.023958617816940087
111-25-1,CCCCCCBr,361.11,0.021147785870224332
111-25-1,CCCCCCBr,388.89,0.01839086482392988
111-25-1,CCCCCCBr,416.67,0.015714423749471525
111-25-1,CCCCCCBr,444.44,0.013126464318349492
111-25-1,CCCCCCBr,472.22,0.010637137863035929
111-25-1,CCCCCCBr,500.0,0.008259824176667669
111-27-3,CCCCCCO,250.0,0.02939680257005744
111-27-3,CCCCCCO,277.78,0.027110106834902167
111-27-3,CCCCCCO,305.56,0.02482519574661025
111-27-3,CCCCCCO,333.33,0.02254223081990407
111-27-3,CCCCCCO,361.11,0.02026140595015803
111-27-3,CCCCCCO,388.89,0.01798295828119102
111-27-3,CCCCCCO,416.67,0.01570718457011527
111-27-3,CCCCCCO,444.44,0.013434467045127692
111-27-3,CCCCCCO,472.22,0.011165316852859309
111-27-3,CCCCCCO,500.0,0.008900453260025006
111-43-3,CCCOCCC,250.0,0.025119982829273354
111-43-3,CCCOCCC,277.78,0.02213364983200722
111-43-3,CCCOCCC,305.56,0.01921136062314807
111-43-3,CCCOCCC,333.33,0.016302686977567586
111-43-3,CCCOCCC,361.11,0.013452035550882858
111-43-3,CCCOCCC,388.89,0.010723631760014328
111-43-3,CCCOCCC,416.67,0.008134804180307001
111-43-3,CCCOCCC,444.44,0.005710155918517074
111-43-3,CCCOCCC,472.22,0.003488044983915832
111-43-3,CCCOCCC,500.0,0.0015393074461688477
111-44-4,ClCCOCCCl,250.0,0.043591827077168535
111-44-4,ClCCOCCCl,277.78,0.0398846232493841
111-44-4,ClCCOCCCl,305.56,0.036252590822234955
111-44-4,ClCCOCCCl,333.33,0.032699828306617634
111-44-4,ClCCOCCCl,361.11,0.029231015744847905
111-44-4,ClCCOCCCl,388.89,0.025851556380858006
111-44-4,ClCCOCCCl,416.67,0.022567774030665632
111-44-4,ClCCOCCCl,444.44,0.019387188112299055
111-44-4,ClCCOCCCl,472.22,0.01631891617497364
111-44-4,ClCCOCCCl,500.0,0.013374291288082459
111-46-6,C(COCCO)O,250.0,0.04923476676578448
111-46-6,C(COCCO)O,277.78,0.04666803010262332
111-46-6,C(COCCO)O,305.56,0.04409171364122978
111-46-6,C(COCCO)O,333.33,0.04150517868126284
111-46-6,C(COCCO)O,361.11,0.03890769823188135
111-46-6,C(COCCO)O,388.89,0.03629843772914168
111-46-6,C(COCCO)O,416.67,0.03367642948943538
111-46-6,C(COCCO)O,444.44,0.031040538582603562
111-46-6,C(COCCO)O,472.22,0.02838941541662959
111-46-6,C(COCCO)O,500.0,0.025721430001111108
111-65-9,CCCCCCCC,250.0,0.026046880101121123
111-65-9,CCCCCCCC,277.78,0.0231687493219516
111-65-9,CCCCCCCC,305.56,0.020420584303858184
111-65-9,CCCCCCCC,333.33,0.017785898587967253
111-65-9,CCCCCCCC,361.11,0.01524986109409956
111-65-9,CCCCCCCC,388.89,0.012800172279796273
111-65-9,CCCCCCCC,416.67,0.010428475647311926
111-65-9,CCCCCCCC,444.44,0.008132764687643077
111-65-9,CCCCCCCC,472.22,0.005921820940421398
111-65-9,CCCCCCCC,500.0,0.0038243853032900706
111-66-0,CCCCCCC=C,250.0,0.02621690520835159
111-66-0,CCCCCCC=C,277.78,0.0233736064022755
111-66-0,CCCCCCC=C,305.56,0.020598330764928063
111-66-0,CCCCCCC=C,333.33,0.01789643376851616
111-66-0,CCCCCCC=C,361.11,0.015274373925918995
111-66-0,CCCCCCC=C,388.89,0.012740119427760016
111-66-0,CCCCCCC=C,416.67,0.010303793674476116
111-66-0,CCCCCCC=C,444.44,0.007978764189676923
111-66-0,CCCCCCC=C,472.22,0.005783661914512961
111-66-0,CCCCCCC=C,500.0,0.0037466563743806937
111-68-2,CCCCCCCN,250.0,0.027804030765764137
111-68-2,CCCCCCCN,277.78,0.025619787178110393
111-68-2,CCCCCCCN,305.56,0.02343739513409148
111-68-2,CCCCCCCN,333.33,0.02125702392776583
111-68-2,CCCCCCCN,361.11,0.01907887719288353
111-68-2,CCCCCCCN,388.89,0.01690320454407691
111-68-2,CCCCCCCN,416.67,0.014730319346945036
111-68-2,CCCCCCCN,444.44,0.012560626740355837
111-68-2,CCCCCCCN,472.22,0.010394671287164864
111-68-2,CCCCCCCN,500.0,0.00823322479019729
111-70-6,CCCCCCCO,250.0,0.029923038936312207
111-70-6,CCCCCCCO,277.78,0.02779349927247471
111-70-6,CCCCCCCO,305.56,0.025649637910200918
111-70-6,CCCCCCCO,333.33,0.02349067725607132
111-70-6,CCCCCCCO,361.11,0.021315773168770508
111-70-6,CCCCCCCO,388.89,0.019124017355906187
111-70-6,CCCCCCCO,416.67,0.016914451177530793
111-70-6,CCCCCCCO,444.44,0.014686105028244079
111-70-6,CCCCCCCO,472.22,0.012438096533340687
111-70-6,CCCCCCCO,500.0,0.01016987191169974
111-71-7,CCCCCCC=O,250.0,0.030605578764256736
111-71-7,CCCCCCC=O,277.78,0.028215570176162053
111-71-7,CCCCCCC=O,305.56,0.025702174056012828
111-71-7,CCCCCCC=O,333.33,0.022969921282910755
111-71-7,CCCCCCC=O,361.11,0.019977874200126013
111-71-7,CCCCCCC=O,388.89,0.01695631544829847
111-71-7,CCCCCCC=O,416.67,0.014088169004684145
111-71-7,CCCCCCC=O,444.44,0.011385338398544326
111-71-7,CCCCCCC=O,472.22,0.008862674779699398
111-71-7,CCCCCCC=O,500.0,0.006539404077708311
111-76-2,CCCCOCCO,250.0,0.030968786836985368
111-76-2,CCCCOCCO,277.78,0.028897830396086094
111-76-2,CCCCOCCO,305.56,0.026814187753299076
111-76-2,CCCCOCCO,333.33,0.02471669559663688
111-76-2,CCCCOCCO,361.11,0.022603965441778208
111-76-2,CCCCOCCO,388.89,0.020474312450055068
111-76-2,CCCCOCCO,416.67,0.018325651023852082
111-76-2,CCCCOCCO,444.44,0.016155334720331562
111-76-2,CCCCOCCO,472.22,0.013959898751432073
111-76-2,CCCCOCCO,500.0,0.011734617490488812
111-82-0,CCCCCCCCCCCC(=O)OC,250.0,0.033197344516768444
111-82-0,CCCCCCCCCCCC(=O)OC,277.78,0.03061332545004751
111-82-0,CCCCCCCCCCCC(=O)OC,305.56,0.028079560210983675
111-82-0,CCCCCCCCCCCC(=O)OC,333.33,0.02559840849144153
111-82-0,CCCCCCCCCCCC(=O)OC,361.11,0.023172520436137104
111-82-0,CCCCCCCCCCCC(=O)OC,388.89,0.020804897396855652
111-82-0,CCCCCCCCCCCC(=O)OC,416.67,0.01849897494067611
111-82-0,CCCCCCCCCCCC(=O)OC,444.44,0.016258729335531664
111-82-0,CCCCCCCCCCCC(=O)OC,472.22,0.01408882833278881
111-82-0,CCCCCCCCCCCC(=O)OC,500.0,0.011994844871843862
111-83-1,CCCCCCCCBr,250.0,0.03317616209950297
111-83-1,CCCCCCCCBr,277.78,0.03055611392853467
111-83-1,CCCCCCCCBr,305.56,0.027968837939198448
111-83-1,CCCCCCCCBr,333.33,0.025400943243528092
111-83-1,CCCCCCCCBr,361.11,0.022851152971454243
111-83-1,CCCCCCCCBr,388.89,0.020337951366881254
111-83-1,CCCCCCCCBr,416.67,0.017878797563446982
111-83-1,CCCCCCCCBr,444.44,0.015478392282171027
111-83-1,CCCCCCCCBr,472.22,0.013142485519936
111-83-1,CCCCCCCCBr,500.0,0.010878295889532208
111-84-2,CCCCCCCCC,250.0,0.027065383926616907
111-84-2,CCCCCCCCC,277.78,0.02434135085651747
111-84-2,CCCCCCCCC,305.56,0.021679256742738344
111-84-2,CCCCCCCCC,333.33,0.019083453093075336
111-84-2,CCCCCCCCC,361.11,0.016559088792377382
111-84-2,CCCCCCCCC,388.89,0.014112368089485036
111-84-2,CCCCCCCCC,416.67,0.011750938248708981
111-84-2,CCCCCCCCC,444.44,0.009484502734855852
111-84-2,CCCCCCCCC,472.22,0.007325858165528056
111-84-2,CCCCCCCCC,500.0,0.0052928148497637184
111-85-3,CCCCCCCCCl,250.0,0.03181870857745362
111-85-3,CCCCCCCCCl,277.78,0.029100199742920364
111-85-3,CCCCCCCCCl,305.56,0.026426502416230156
111-85-3,CCCCCCCCCl,333.33,0.023800480450362038
111-85-3,CCCCCCCCCl,361.11,0.021225452820746577
111-85-3,CCCCCCCCCl,388.89,0.01870531676301439
111-85-3,CCCCCCCCCl,416.67,0.01624472521835005
111-85-3,CCCCCCCCCl,444.44,0.013849341162602814
111-85-3,CCCCCCCCCl,472.22,0.01152623022238579
111-85-3,CCCCCCCCCl,500.0,0.009284493732463456
111-87-5,CCCCCCCCO,250.0,0.030425421299988067
111-87-5,CCCCCCCCO,277.78,0.02826598600843565
111-87-5,CCCCCCCCO,305.56,0.02611127135202841
111-87-5,CCCCCCCCO,333.33,0.023961644472141077
111-87-5,CCCCCCCCO,361.11,0.021817535601066442
111-87-5,CCCCCCCCO,388.89,0.019679456014957592
111-87-5,CCCCCCCCO,416.67,0.01754802352843422
111-87-5,CCCCCCCCO,444.44,0.015424000007237421
111-87-5,CCCCCCCCO,472.22,0.01330834897103499
111-87-5,CCCCCCCCO,500.0,0.011202328919289475
111-92-2,CCCCNCCCC,250.0,0.02874280368917858
111-92-2,CCCCNCCCC,277.78,0.026057393334726224
111-92-2,CCCCNCCCC,305.56,0.023412730556586474
111-92-2,CCCCNCCCC,333.33,0.0207734618759242
111-92-2,CCCCNCCCC,361.11,0.01813436466030662
111-92-2,CCCCNCCCC,388.89,0.015544515355430364
111-92-2,CCCCNCCCC,416.67,0.0130480309129038
111-92-2,CCCCNCCCC,444.44,0.010654445659777401
111-92-2,CCCCNCCCC,472.22,0.008376042648910844
111-92-2,CCCCNCCCC,500.0,0.006229375286382796
111-96-6,COCCOCCOC,250.0,0.034892408164119024
111-96-6,COCCOCCOC,277.78,0.03163732588277732
111-96-6,COCCOCCOC,305.56,0.028446767511748038
111-96-6,COCCOCCOC,333.33,0.02532504608754279
111-96-6,COCCOCCOC,361.11,0.022277211131941234
111-96-6,COCCOCCOC,388.89,0.01930926610643669
111-96-6,COCCOCCOC,416.67,0.0164284888778477
111-96-6,COCCOCCOC,444.44,0.013643914983550085
111-96-6,COCCOCCOC,472.22,0.010967112977844473
111-96-6,COCCOCCOC,500.0,0.00841352096824498
112-27-6,C(COCCOCCO)O,250.0,0.049522721884310915
112-27-6,C(COCCOCCO)O,277.78,0.04702801200734828
112-27-6,C(COCCOCCO)O,305.56,0.044527792477038954
112-27-6,C(COCCOCCO)O,333.33,0.04202172709051748
112-27-6,C(COCCOCCO)O,361.11,0.039509436826241126
112-27-6,C(COCCOCCO)O,388.89,0.03699049125694191
